Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
cTOUCH,25,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,198205,0.79282,0,9,3.6e-05,2,267,0.008,0,0.031,0.012,0.012,0.027,2.113,0.241,0.004,0,0.024,62.0915,3911,63.6013,443.645,10551,10551
dTOUCH,25,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,44143,0.176572,0,9,3.6e-05,3,268,0.01,0,0.001,0.106,0.053,0.026,0.053,0.294,0,0,0.024,85.7143,2570,35.0204,280.634,22,22
reTOUCH,25,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,259207,1.03683,0,9,3.6e-05,9,271,0.009,0,0.003,0.012,0.012,0.004,0.443,0.202,0.002,0,0.003,122.368,756,127.895,160.621,9544,9544
TOUCH,25,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,65102,0.180839,0,17,4.72222e-05,317,0,0.01,0,0.001,0.139,0.082,0.017,0.082,0.336,0,0,0.016,74.7253,3140,62.4505,361.209,24,24
cTOUCH,25,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,66660,0.185167,0,17,4.72222e-05,7,317,0.014,0,0.095,0.023,0.023,0.055,0.678,0.514,0,0,0.05,61.5385,3514,64.1538,326.845,8409,8409
dTOUCH,25,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,63078,0.175217,0,17,4.72222e-05,0,317,0.007,0,0.001,0.147,0.071,0.029,0.071,0.378,0,0,0.026,88.0682,4617,35.6932,361.03,22,22
reTOUCH,25,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,269551,0.748753,0,17,4.72222e-05,8,318,0.006,0,0.003,0.014,0.014,0.005,0.104,0.23,0,0.001,0.004,154.945,898,128.286,251.422,5740,5740
TOUCH,25,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,88035,0.179663,0,23,4.69388e-05,360,0,0.013,0,0.001,0.185,0.105,0.016,0.105,0.432,0,0,0.015,66.0377,4644,62.6415,455.773,37,37
cTOUCH,25,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,289588,0.590996,0,23,4.69388e-05,2,358,0.014,0,0.092,0.021,0.021,0.039,0.928,0.432,0.001,0,0.035,53.7736,3426,64.3396,302.515,16219,16219
dTOUCH,25,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,85694,0.174886,0,23,4.69388e-05,20,360,0.01,0,0.002,0.178,0.092,0.031,0.092,0.452,0,0,0.029,82.3529,6277,35.6275,440.166,37,37
reTOUCH,25,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,353986,0.72242,0,23,4.69388e-05,12,361,0.011,0,0.003,0.015,0.015,0.006,2.052,0.296,0,0,0.005,169.811,979,128.557,282.309,5346,5346
TOUCH,25,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,113693,0.177645,0,32,5e-05,416,0,0.014,0,0.001,0.225,0.139,0.022,0.139,0.526,0,0,0.02,70.8333,4518,63.2,433.536,36,36
cTOUCH,25,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,547414,0.855334,0,32,5e-05,0,415,0.012,0,0.265,0.02,0.02,0.048,2.365,0.81,0,0,0.043,61.4108,6372,64.668,502.671,13878,13878
dTOUCH,25,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,111144,0.173662,0,32,5e-05,37,416,0.014,0,0.002,0.222,0.117,0.038,0.117,0.562,0,0,0.035,81.5789,6343,36.9342,422.423,43,43
reTOUCH,25,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,637628,0.996294,0,32,5e-05,6,418,0.012,0,0.005,0.018,0.018,0.008,1.113,0.326,0,0,0.007,172.5,1238,129.8,289.212,7017,7017
TOUCH,25,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,144915,0.178907,0,49,6.04938e-05,473,0,0.011,0,0.001,0.254,0.149,0.025,0.149,0.584,0,0,0.024,91.9708,6565,62.2409,568.148,12,12
cTOUCH,25,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,484605,0.598278,0,49,6.04938e-05,0,473,0.015,0,0.292,0.025,0.025,0.051,4.548,0.905,0.004,0,0.046,75.2768,9758,64.6753,614.64,18284,18284
dTOUCH,25,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,141122,0.174225,0,49,6.04938e-05,0,473,0.019,0,0.002,0.274,0.146,0.046,0.146,0.701,0,0,0.044,94.7761,7598,33.7351,469.1,15,15
reTOUCH,25,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,926832,1.14424,0,49,6.04938e-05,1,475,0.011,0,0.005,0.018,0.018,0.01,3.009,0.363,0.001,0,0.007,170.803,1317,127.912,291.443,8745,8745
TOUCH,25,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,178847,0.178847,0,59,5.9e-05,520,0,0.017,0,0.001,0.281,0.184,0.026,0.184,0.654,0,0,0.024,86.2745,4289,61.9608,417.926,22,22
cTOUCH,25,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1483796,1.4838,0,59,5.9e-05,0,519,0.011,0,0.306,0.032,0.032,0.06,9.14,0.968,0.008,0.001,0.054,70.5298,10729,64.5066,632.881,26389,26389
dTOUCH,25,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,174131,0.174131,0,59,5.9e-05,0,520,0.017,0,0.002,0.299,0.173,0.046,0.173,0.742,0,0,0.044,94.2953,6494,33.7383,406.993,18,18
reTOUCH,25,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1603289,1.60329,0,59,5.9e-05,1,522,0.017,0,0.005,0.021,0.021,0.01,2.81,0.408,0.001,0,0.008,173.203,1488,127.301,300.853,10896,10896
TOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7896,0.7896,0,1,0.0001,55,0,0.001,0,0,0.037,0.017,0.003,0.017,0.084,0,0,0.003,29.4118,440,55.5882,105.122,13,13
cTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6290,0.629,0,1,0.0001,0,55,0.003,0,0.002,0.004,0.003,0.006,0,0.074,0.002,0,0.005,61.2903,954,62.7419,192.84,2595,2595
dTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7776,0.7776,0,1,0.0001,16,55,0.001,0,0.001,0.039,0.012,0.005,0.012,0.094,0,0,0.004,42.3077,734,52.4615,142.844,16,16
reTOUCH,35,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5125,0.5125,0,1,0.0001,23,56,0.002,0,0.001,0.002,0.002,0.002,0.001,0.088,0,0,0.001,23.5294,190,113,-nan,1442,1442
TOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,31271,0.781775,0,4,0.0001,100,0,0.002,0,0.001,0.081,0.035,0.006,0.035,0.183,0,0,0.005,83.871,1360,61.2903,252.309,6,6
cTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5419,0.135475,0,4,0.0001,3,99,0.002,0,0.004,0.005,0.004,0.013,0.086,0.11,0,0,0.012,50,1223,62.871,180.11,2658,2658
dTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,30118,0.75295,0,4,0.0001,7,100,0.002,0,0.001,0.08,0.038,0.01,0.038,0.192,0,0,0.01,80.3279,1720,33.5082,219.269,13,13
reTOUCH,35,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,30277,0.756925,0,4,0.0001,7,100,0.004,0,0.002,0.004,0.004,0.002,0.095,0.15,0,0,0.001,112.903,337,125.581,108.8,2191,2191
TOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,69136,0.768178,0,9,0.0001,147,0,0.006,0,0.001,0.129,0.075,0.006,0.075,0.284,0,0,0.006,63.8298,1431,60.7021,221.092,18,18
cTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,63045,0.7005,0,9,0.0001,0,147,0.006,0,0.018,0.007,0.007,0.018,0.584,0.196,0,0,0.016,68.1319,3360,64.3187,358.068,5348,5348
dTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,66725,0.741389,0,9,0.0001,11,147,0.007,0,0.001,0.14,0.063,0.01,0.063,0.325,0,0,0.009,79.0698,2876,38.2907,308.049,19,19
reTOUCH,35,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,148597,1.65108,0,9,0.0001,11,147,0.003,0,0.001,0.008,0.008,0.002,0.821,0.212,0,0,0.001,129.787,633,124.298,150.991,4479,4479
TOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,124148,0.775925,0,16,0.0001,198,0,0.006,0,0.001,0.216,0.128,0.01,0.128,0.467,0,0,0.009,72.5806,1902,61.3226,292.83,18,18
cTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,169821,1.06138,0,16,0.0001,0,198,0.005,0,0.039,0.012,0.011,0.024,0.903,0.274,0.002,0,0.022,49.1667,3053,65.0167,298.875,9445,9445
dTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,119626,0.747663,0,16,0.0001,7,198,0.01,0,0.001,0.214,0.119,0.018,0.119,0.493,0,0,0.016,80.3419,2242,36.0256,253.347,24,24
reTOUCH,35,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,345790,2.16119,0,16,0.0001,1,198,0.006,0,0.003,0.01,0.01,0.006,0.188,0.293,0,0,0.005,132.258,789,125.823,195.781,6428,6428
TOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,193626,0.774504,0,20,8e-05,244,0,0.012,0,0,0.3,0.176,0.013,0.176,0.653,0,0,0.011,78.9474,4042,62.5789,461.571,17,17
cTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,439739,1.75896,0,20,8e-05,0,244,0.009,0,0.03,0.015,0.014,0.028,4.485,0.306,0,0,0.026,64.7059,4047,63.7647,449.808,11657,11657
dTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,184765,0.73906,0,20,8e-05,0,244,0.009,0,0.001,0.291,0.163,0.024,0.163,0.658,0.002,0,0.022,87.1622,2615,34.5541,273.097,20,20
reTOUCH,35,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,380515,1.52206,0,20,8e-05,0,247,0.008,0,0.003,0.012,0.012,0.008,0.766,0.362,0,0,0.007,165.789,899,128.329,268.119,3908,3908
TOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,278184,0.772733,0,29,8.05556e-05,288,0,0.012,0,0.001,0.39,0.254,0.015,0.254,0.838,0,0,0.014,74.7253,3306,62.7692,374.574,24,24
cTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,140379,0.389942,0,29,8.05556e-05,3,288,0.011,0,0.072,0.018,0.018,0.031,0.983,0.421,0,0,0.027,61.5385,3434,64.3352,327.7,9889,9889
dTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,264735,0.735375,0,29,8.05556e-05,0,288,0.013,0,0.001,0.453,0.259,0.032,0.259,1.008,0,0,0.029,89.7727,5955,35.4091,447.529,19,19
reTOUCH,35,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,769239,2.13678,0,29,8.05556e-05,0,290,0.007,0,0.002,0.015,0.015,0.006,0.711,0.604,0,0,0.005,170.33,942,128.681,277.179,5628,5628
TOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,376358,0.768078,0,42,8.57143e-05,325,0,0.008,0,0.001,0.494,0.325,0.016,0.325,1.038,0,0,0.015,67.9245,4836,62.9717,473.476,35,35
cTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,705094,1.43897,0,42,8.57143e-05,2,324,0.011,0,0.098,0.028,0.027,0.037,2.73,0.522,0.002,0,0.033,53.7736,3503,64.5,313.405,18409,18409
dTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,360886,0.736502,0,42,8.57143e-05,7,325,0.018,0,0.001,0.487,0.291,0.042,0.291,1.109,0,0,0.04,84.878,6351,35.1707,444.122,32,32
reTOUCH,35,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1513358,3.08849,0,42,8.57143e-05,1,324,0.01,0,0.004,0.017,0.017,0.005,2.343,0.507,0.004,0,0.004,172.642,1337,129.009,294.9,7395,7395
TOUCH,35,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,488784,0.763725,0,52,8.125e-05,374,0,0.012,0,0.001,0.558,0.388,0.019,0.388,1.182,0,0,0.018,72.5,4763,63.55,453.226,34,34
cTOUCH,35,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1145345,1.7896,0,52,8.125e-05,0,375,0.014,0,0.272,0.03,0.03,0.047,3.151,1.032,0.002,0,0.042,62.6556,6478,64.834,515.588,15457,15457
dTOUCH,35,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,469247,0.733198,0,52,8.125e-05,0,374,0.013,0,0.002,0.605,0.368,0.042,0.368,1.337,0,0,0.039,87.013,7224,36.0606,476.334,31,31
reTOUCH,35,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2642608,4.12908,0,52,8.125e-05,1,374,0.014,0,0.003,0.022,0.022,0.008,4.742,0.634,0,0,0.006,172.5,1736,130.208,314.778,10110,10110
TOUCH,35,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,622193,0.76814,0,79,9.75309e-05,428,0,0.016,0,0.001,0.701,0.46,0.022,0.46,1.482,0,0,0.021,92.7007,6575,62.5693,570.584,11,11
cTOUCH,35,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,789739,0.974986,0,79,9.75309e-05,0,428,0.017,0,0.295,0.03,0.03,0.049,1.871,1.078,0.004,0.001,0.044,76.7528,9996,64.8413,626.464,18036,18036
dTOUCH,35,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,596515,0.736438,0,79,9.75309e-05,0,428,0.017,0,0.003,0.658,0.43,0.043,0.43,1.462,0,0,0.04,97.3978,7818,33.5725,480.424,8,8
reTOUCH,35,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3934865,4.85786,0,79,9.75309e-05,1,429,0.015,0,0.005,0.024,0.024,0.007,5.336,0.638,0,0,0.006,174.453,1887,128.248,326.253,12489,12489
TOUCH,35,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,766627,0.766627,0,94,9.4e-05,470,0,0.018,0,0.002,0.785,0.585,0.023,0.585,1.657,0,0,0.022,88.2353,4379,62.2876,426.8,19,19
cTOUCH,35,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3137340,3.13734,0,94,9.4e-05,0,470,0.015,0,0.303,0.036,0.036,0.058,6.412,1.071,0.004,0,0.052,73.1788,11163,64.6689,657.162,29716,29716
dTOUCH,35,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,733706,0.733706,0,94,9.4e-05,0,470,0.016,0,0.002,0.783,0.526,0.047,0.526,1.71,0,0,0.044,93.9597,6187,33.6812,394.272,19,19
reTOUCH,35,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6401276,6.40128,0,94,9.4e-05,0,470,0.013,0,0.005,0.028,0.028,0.01,6.066,0.73,0.003,0,0.008,174.51,2045,127.647,342.222,15649,15649
TOUCH,45,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24093,2.4093,0,1,0.0001,54,0,0.002,0,0,0.066,0.034,0.005,0.034,0.149,0,0,0.004,35.2941,462,55.6471,110.693,12,12
cTOUCH,45,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16896,1.6896,0,1,0.0001,0,54,0.002,0,0.002,0.003,0.002,0.009,0.086,0.092,0.002,0,0.008,61.2903,967,62.7742,195.416,2562,2562
dTOUCH,45,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24265,2.4265,0,1,0.0001,17,54,0.001,0,0,0.074,0.031,0.002,0.031,0.161,0,0,0.001,50,618,47.3571,121.076,15,15
reTOUCH,45,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8493,0.8493,0,1,0.0001,25,54,0.002,0,0.001,0.003,0.003,0.001,0.001,0.12,0,0,0,47.0588,239,113,50.9463,1490,1490
TOUCH,45,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,97660,2.4415,0,5,0.000125,96,0,0.003,0,0,0.159,0.083,0.006,0.083,0.339,0,0,0.006,83.871,1405,61.4194,258.145,6,6
cTOUCH,45,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,13131,0.328275,0,5,0.000125,1,96,0.005,0,0.005,0.005,0.005,0.014,0.147,0.159,0,0,0.013,56.4516,1204,62.9516,181.766,3197,3197
dTOUCH,45,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,93605,2.34013,0,5,0.000125,2,96,0.002,0,0,0.168,0.088,0.01,0.088,0.366,0,0,0.009,81.9672,1754,33.459,223.462,12,12
reTOUCH,45,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,94086,2.35215,0,5,0.000125,1,96,0.004,0,0.002,0.004,0.004,0.002,0.002,0.231,0,0,0.002,119.355,434,125.903,131.506,2440,2440
TOUCH,45,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,218702,2.43002,0,14,0.000155556,139,0,0.008,0,0,0.287,0.188,0.006,0.188,0.604,0,0,0.005,65.9574,1472,60.8723,227.512,17,17
cTOUCH,45,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,119909,1.33232,0,14,0.000155556,0,138,0.006,0,0.018,0.008,0.008,0.019,0.371,0.259,0,0,0.017,67.033,3432,64.4176,365.182,6146,6146
dTOUCH,45,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,208849,2.32054,0,14,0.000155556,0,139,0.007,0,0,0.299,0.156,0.016,0.156,0.65,0,0,0.014,82.5581,2968,37.9535,317.982,16,16
reTOUCH,45,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,393498,4.3722,0,14,0.000155556,4,139,0.005,0,0.003,0.009,0.009,0.004,0.517,0.356,0.003,0,0.003,129.787,823,124.617,179.586,6108,6108
TOUCH,45,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,393967,2.46229,0,24,0.00015,185,0,0.008,0,0.001,0.452,0.306,0.012,0.306,0.948,0.002,0,0.011,75.8065,1968,61.5323,300.184,16,16
cTOUCH,45,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,287273,1.79546,0,24,0.00015,0,184,0.009,0,0.041,0.016,0.016,0.025,0.978,0.368,0.001,0,0.023,48.3333,3187,65.1333,312.63,10776,10776
dTOUCH,45,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,368502,2.30314,0,24,0.00015,3,185,0.011,0,0.001,0.446,0.278,0.019,0.278,0.96,0,0,0.018,84.1667,2105,34.9083,254.635,20,20
reTOUCH,45,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,452072,2.82545,0,24,0.00015,1,187,0.005,0,0.002,0.009,0.009,0.004,1.638,0.502,0,0,0.003,167.742,899,126,265.065,3293,3293
TOUCH,45,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,616461,2.46584,0,34,0.000136,227,0,0.008,0,0.001,0.643,0.427,0.013,0.427,1.332,0,0,0.012,77.6316,4100,62.8026,468.18,18,18
cTOUCH,45,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,711451,2.8458,0,34,0.000136,0,227,0.009,0,0.031,0.017,0.017,0.027,5.941,0.404,0.002,0,0.024,63.3987,4201,63.8758,455.969,12331,12331
dTOUCH,45,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,574006,2.29602,0,34,0.000136,0,227,0.009,0,0.001,0.611,0.412,0.027,0.412,1.304,0,0,0.025,87.8378,2655,34.3514,288.061,19,19
reTOUCH,45,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1135509,4.54204,0,34,0.000136,1,229,0.008,0,0.003,0.012,0.011,0.005,1.96,0.616,0,0,0.003,168.421,961,128.553,272.956,4968,4968
TOUCH,45,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,888662,2.46851,0,50,0.000138889,262,0,0.014,0,0,0.842,0.607,0.014,0.607,1.742,0,0,0.013,75.8242,3476,63.0549,388.113,23,23
cTOUCH,45,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,268565,0.746014,0,50,0.000138889,4,262,0.008,0,0.075,0.022,0.022,0.034,0.424,0.51,0.002,0,0.031,65.3846,3407,64.4725,332.181,12167,12167
dTOUCH,45,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,825421,2.29284,0,50,0.000138889,0,262,0.008,0,0.001,0.831,0.519,0.028,0.519,1.745,0,0,0.026,90.9605,6000,34.9887,449.657,17,17
reTOUCH,45,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2301633,6.39342,0,50,0.000138889,1,262,0.013,0,0.003,0.016,0.016,0.005,3.188,0.758,0,0,0.004,169.231,1208,128.978,292.11,7095,7095
TOUCH,45,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1205709,2.46063,0,68,0.000138776,294,0,0.012,0,0.001,1.084,0.805,0.017,0.805,2.231,0,0,0.016,68.8679,5013,63.2642,489.827,34,34
cTOUCH,45,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1230404,2.51103,0,68,0.000138776,1,293,0.008,0,0.105,0.029,0.029,0.039,5.664,0.636,0,0,0.035,55.6604,3626,64.6509,320.709,22690,22690
dTOUCH,45,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1120251,2.28623,0,68,0.000138776,2,294,0.012,0,0.001,1.045,0.737,0.033,0.737,2.194,0,0,0.032,87.3786,6390,34.7379,445.831,27,27
reTOUCH,45,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4465058,9.11236,0,68,0.000138776,0,294,0.012,0,0.004,0.02,0.02,0.007,5.27,0.946,0,0,0.006,173.585,1755,129.302,321.934,9714,9714
TOUCH,45,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1574281,2.45981,0,86,0.000134375,340,0,0.014,0,0.001,1.368,1.046,0.02,1.046,2.81,0,0,0.019,74.1667,5022,63.8333,473.586,32,32
cTOUCH,45,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2095436,3.27412,0,86,0.000134375,0,339,0.015,0,0.271,0.034,0.033,0.049,6.417,1.114,0.002,0,0.044,65.5602,6570,64.9834,530.024,19595,19595
dTOUCH,45,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1461779,2.28403,0,86,0.000134375,0,340,0.013,0,0.002,1.315,0.924,0.036,0.923,2.746,0,0,0.034,89.6996,7251,35.3948,476.275,25,25
reTOUCH,45,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7676982,11.9953,0,86,0.000134375,0,340,0.016,0,0.004,0.025,0.025,0.007,8.102,1.147,0,0,0.005,173.333,2200,130.5,352.461,13277,13277
TOUCH,45,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2006196,2.47679,0,122,0.000150617,390,0,0.017,0,0.001,1.655,1.281,0.022,1.281,3.392,0.002,0,0.021,93.4307,6543,62.8467,570.216,10,10
