Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,SGrid,3,100,100,207,0.00129375,11414600,11,14,8.75e-05,0,3,0.004,0,0,0.008,0.005,0.012,0.026,0,0,0.011,0.003,0.001,34.6774,1975,64.4919,205.121,50,50,1,0.011,5,0,4000,0,0,0,0,0,0,0,0,0,307,240,317,1158,1975,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,167.9,166.434,166.679,166.458,166.43,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,11.2578,11.2061,10.7315,10.5834,10.6313,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,NL,0,0,1000000,1156,0.007225,0,47,14,8.75e-05,0,0,0.002,0,0.017,0.054,0,0,0.074,0,0,0,0,0,0,0,0,0,1,1,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,SGrid,3,100,100,319,0.00199375,596405,9,14,8.75e-05,5,2,0.004,0,0.003,0.006,0.003,0.022,0.042,0,0,0.021,0.006,0,27.5,2385,33.3042,195.479,241,241,1,0.012,5,0,664,401,585,558,1787,0,0,0,0,0,534,356,562,161,2385,0,0,0,0,0,166.071,166.093,166.393,165.881,166.518,0,0,0,0,0,165.791,167.756,166.736,167.175,166.492,0,0,0,0,0,10.4308,10.6748,10.8159,10.6361,10.6943,0,0,0,0,0,10.7426,11.0226,10.4667,10.8549,10.7018,0,0,0,0,0,
dTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,SGrid,3,100,100,313,0.00195625,2216224,14,14,8.75e-05,29,3,0.004,0,0.01,0.009,0.001,0.015,0.036,0,0,0.015,0.006,0,18.0851,1394,74.0319,168.554,141,141,1,0.015,5,5,4000,0,0,0,0,0,0,0,0,0,490,266,1323,1394,498,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.473,166.04,166.417,166.174,168.032,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,9.75013,11.4965,10.286,10.3921,10.3883,0,0,0,0,0,
reTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,SGrid,3,100,100,263,0.00164375,5397036,20,14,8.75e-05,4,3,0.002,0,0.002,0.005,0.002,0.007,0.024,0,0,0.007,0.008,0,34.6774,1975,64.4597,285.6,249,249,1,0.013,5,0,301,213,372,1136,1974,0,0,0,0,0,307,240,317,1158,1975,0,0,0,0,0,166.267,166.528,166.26,166.038,166.418,0,0,0,0,0,167.9,166.434,166.679,166.458,166.43,0,0,0,0,0,11.2817,11.3022,10.6632,10.5545,10.5444,0,0,0,0,0,11.2578,11.2061,10.7315,10.5834,10.6313,0,0,0,0,0,
rereTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample7.bin,SGrid,3,100,100,234,0.0014625,3858412,13,14,8.75e-05,4,4,0.005,0,0.002,0.004,0.002,0.012,0.03,0,0,0.012,0.006,0.001,37.0968,1974,64.4516,280.609,249,249,1,0.01,5,0,301,213,372,1136,1974,0,0,0,0,0,347,204,487,1002,1956,0,0,0,0,0,166.267,166.528,166.26,166.038,166.418,0,0,0,0,0,167.387,166.423,166.595,166.561,166.425,0,0,0,0,0,11.2817,11.3022,10.6632,10.5545,10.5444,0,0,0,0,0,11.0264,11.8982,10.4757,10.5774,10.6359,0,0,0,0,0,
PS,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,NL,0,0,0,175371,1.09607,0,0,8,5e-05,0,0,0.003,0,0,0,0,0,0.192,0,0,0.003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,NL,0,0,1000000,228,0.001425,0,14,8,5e-05,0,0,0.001,0,0.005,0.003,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,SGrid,3,100,100,224,0.0014,11475900,14,8,5e-05,0,1,0.002,0,0,0.011,0.005,0.01,0.024,0,0,0.009,0.006,0,35.4839,2022,64.5081,206.739,50,50,1,0.017,5,0,4000,0,0,0,0,0,0,0,0,0,327,222,315,1113,2022,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.533,167.152,165.942,166.623,166.464,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,10.3803,11.2903,11.0812,10.6667,10.5758,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,NL,0,0,1000000,1113,0.00695625,0,44,8,5e-05,0,0,0.002,0,0.016,0.057,0,0,0.075,0,0,0,0,0,0,0,0,0,1,1,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,SGrid,3,100,100,334,0.0020875,252202,9,8,5e-05,5,10,0.003,0,0.004,0.005,0,0.02,0.038,0,0,0.019,0.006,0,22.9167,1105,33.2708,106.756,241,241,1,0.011,5,0,960,728,348,854,1105,0,0,0,0,0,829,772,591,788,1010,0,0,0,0,0,166.298,166.308,166.387,166.208,166.277,0,0,0,0,0,167.216,166.595,166.727,166.409,165.818,0,0,0,0,0,10.4806,11.2737,10.267,10.8059,10.4234,0,0,0,0,0,11.1162,10.9664,10.2482,10.4812,10.4217,0,0,0,0,0,
dTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,SGrid,3,100,100,336,0.0021,2457096,11,8,5e-05,38,1,0.002,0,0.011,0.009,0.004,0.015,0.036,0,0,0.013,0.007,0,18.0851,1779,73.7128,199.5,141,141,1,0.016,5,5,4000,0,0,0,0,0,0,0,0,0,435,130,1130,1779,488,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.549,167.345,165.902,166.559,166.429,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,9.84792,10.9705,11.5727,10.1117,9.6323,0,0,0,0,0,
reTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,SGrid,3,100,100,250,0.0015625,5443139,7,8,5e-05,5,1,0.005,0,0.001,0.005,0.002,0.012,0.031,0,0,0.012,0.006,0.001,35.4839,2022,64.4677,286.946,249,249,1,0.011,5,0,312,197,374,1135,1977,0,0,0,0,0,327,222,315,1113,2022,0,0,0,0,0,166.454,166.351,166.215,166.021,166.417,0,0,0,0,0,166.533,167.152,165.942,166.623,166.464,0,0,0,0,0,11.15,11.3325,10.7009,10.5626,10.5383,0,0,0,0,0,10.3803,11.2903,11.0812,10.6667,10.5758,0,0,0,0,0,
rereTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample8.bin,SGrid,3,100,100,249,0.00155625,3948193,10,8,5e-05,5,1,0.004,0,0.002,0.006,0.003,0.013,0.031,0,0,0.013,0.006,0,37.0968,2003,64.4677,282.325,249,249,1,0.012,5,0,312,197,374,1135,1977,0,0,0,0,0,387,176,468,965,2003,0,0,0,0,0,166.454,166.351,166.215,166.021,166.417,0,0,0,0,0,166.13,168.095,165.997,166.67,166.488,0,0,0,0,0,11.15,11.3325,10.7009,10.5626,10.5383,0,0,0,0,0,10.721,11.0313,11.0267,10.5814,10.5685,0,0,0,0,0,
PS,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,NL,0,0,0,175435,1.09647,0,0,4,2.5e-05,0,0,0.001,0,0,0,0,0,0.192,0,0,0.002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,NL,0,0,1000000,211,0.00131875,0,4,4,2.5e-05,0,0,0.002,0,0.005,0.004,0,0,0.012,0,0,0,0,0,0,0,0,0,1,1,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,SGrid,3,100,100,217,0.00135625,11315600,4,4,2.5e-05,0,4,0.002,0,0.001,0.01,0.005,0.011,0.024,0,0,0.011,0.005,0,35.4839,1962,64.4839,202.884,50,50,1,0.015,5,0,4000,0,0,0,0,0,0,0,0,0,290,254,367,1123,1962,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.885,168.861,165.766,166.6,166.133,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,11.2417,11.4385,10.3391,10.6781,10.5566,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,NL,0,0,1000000,1105,0.00690625,0,20,4,2.5e-05,0,0,0.004,0,0.018,0.054,0,0,0.077,0,0,0,0,0,0,0,0,0,1,1,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,SGrid,3,100,100,338,0.0021125,916168,9,4,2.5e-05,9,1,0.004,0,0.003,0.006,0.001,0.022,0.043,0,0,0.021,0.005,0.001,25.4167,1517,33.2917,139.003,241,241,1,0.011,5,0,725,625,625,638,1378,0,0,0,0,0,688,570,760,464,1517,0,0,0,0,0,166.01,166.415,166.701,166.542,166.059,0,0,0,0,0,166.685,166.598,165.892,166.417,166.623,0,0,0,0,0,10.9485,10.286,10.7729,10.9033,10.5063,0,0,0,0,0,10.6016,10.2083,10.8254,10.246,10.9955,0,0,0,0,0,
dTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,SGrid,3,100,100,330,0.0020625,2532561,4,4,2.5e-05,42,4,0.002,0,0.009,0.01,0.006,0.013,0.032,0,0,0.013,0.006,0,18.0851,1463,73.4787,175.115,141,141,1,0.016,5,5,4000,0,0,0,0,0,0,0,0,0,447,216,1343,1463,489,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.321,168.287,166.6,166.904,166.51,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,9.52432,11.9878,11.5937,10.9199,11.0977,0,0,0,0,0,
reTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,SGrid,3,100,100,228,0.001425,5337796,4,4,2.5e-05,5,4,0.002,0,0.001,0.004,0.001,0.011,0.025,0,0,0.011,0.007,0,35.4839,1974,64.4435,283.907,249,249,1,0.011,5,0,308,202,378,1133,1974,0,0,0,0,0,290,254,367,1123,1962,0,0,0,0,0,166.284,165.998,166.33,166.058,166.418,0,0,0,0,0,166.885,168.861,165.766,166.6,166.133,0,0,0,0,0,11.2828,11.2721,10.6486,10.5775,10.5444,0,0,0,0,0,11.2417,11.4385,10.3391,10.6781,10.5566,0,0,0,0,0,
rereTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample9.bin,SGrid,3,100,100,254,0.0015875,3827586,7,4,2.5e-05,5,5,0.004,0,0.002,0.004,0.003,0.008,0.024,0,0,0.007,0.006,0,37.0968,1974,64.4355,279.494,249,249,1,0.01,5,0,308,202,378,1133,1974,0,0,0,0,0,357,195,522,974,1947,0,0,0,0,0,166.284,165.998,166.33,166.058,166.418,0,0,0,0,0,167.528,168.689,165.796,166.704,166.084,0,0,0,0,0,11.2828,11.2721,10.6486,10.5775,10.5444,0,0,0,0,0,11.4394,11.2354,10.2207,10.7956,10.5342,0,0,0,0,0,
PS,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,NL,0,0,0,175952,1.0997,0,0,12,7.5e-05,0,0,0.002,0,0,0,0,0,0.193,0,0,0.002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,NL,0,0,1000000,222,0.0013875,0,11,12,7.5e-05,0,0,0.001,0,0.004,0.002,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,SGrid,3,100,100,230,0.0014375,11392000,11,12,7.5e-05,0,0,0.002,0,0.001,0.007,0.004,0.011,0.022,0,0,0.011,0.003,0,34.6774,1980,64.5161,204.613,50,50,1,0.01,5,0,4000,0,0,0,0,0,0,0,0,0,301,244,341,1134,1980,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.301,167.015,166.621,166.191,166.249,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,10.6437,10.3614,10.2319,10.8197,10.8591,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,NL,0,0,1000000,1216,0.0076,0,68,12,7.5e-05,0,0,0.002,0,0.016,0.048,0,0,0.066,0,0,0,0,0,0,0,0,0,1,1,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,SGrid,3,100,100,384,0.0024,941664,5,12,7.5e-05,2,3,0.002,0,0.004,0.005,0.002,0.019,0.036,0,0,0.018,0.005,0,31.6667,926,33.3125,118.193,241,241,1,0.01,5,0,610,427,635,1450,876,0,0,0,0,0,634,304,438,1695,926,0,0,0,0,0,166.23,166.721,166.046,166.186,166.469,0,0,0,0,0,166.387,166.542,165.692,166.584,166.016,0,0,0,0,0,11.0394,10.5403,10.6841,10.6501,10.4366,0,0,0,0,0,10.5058,10.5234,10.7125,10.6922,11.1042,0,0,0,0,0,
dTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,SGrid,3,100,100,329,0.00205625,2321220,4,12,7.5e-05,22,0,0.004,0,0.009,0.008,0.002,0.017,0.038,0,0,0.017,0.005,0,18.0851,2380,74.0745,252.073,141,141,1,0.013,5,5,4000,0,0,0,0,0,0,0,0,0,405,189,512,2380,492,0,0,0,0,0,166.285,0,0,0,0,0,0,0,0,0,166.402,167.741,167.935,165.673,164.384,0,0,0,0,0,10.6602,0,0,0,0,0,0,0,0,0,9.88715,10.724,9.69035,10.4732,11.2078,0,0,0,0,0,
reTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,SGrid,3,100,100,256,0.0016,5402472,7,12,7.5e-05,13,0,0.003,0,0.001,0.004,0.002,0.011,0.028,0.001,0,0.011,0.007,0,34.6774,1980,64.4113,285.559,249,249,1,0.011,5,0,287,198,386,1139,1977,0,0,0,0,0,301,244,341,1134,1980,0,0,0,0,0,165.866,166.38,166.293,166.034,166.417,0,0,0,0,0,166.301,167.015,166.621,166.191,166.249,0,0,0,0,0,10.9413,11.3553,10.6361,10.5739,10.5383,0,0,0,0,0,10.6437,10.3614,10.2319,10.8197,10.8591,0,0,0,0,0,
rereTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample3.bin,../../../data/samplesRandomUni/4000/sample10.bin,SGrid,3,100,100,258,0.0016125,3871071,9,12,7.5e-05,13,6,0.004,0,0.002,0.004,0.001,0.015,0.032,0,0,0.015,0.006,0,37.0968,1977,64.3629,280.746,249,249,1,0.01,5,0,287,198,386,1139,1977,0,0,0,0,0,337,197,526,973,1961,0,0,0,0,0,165.866,166.38,166.293,166.034,166.417,0,0,0,0,0,166.19,167.055,166.792,166.103,166.241,0,0,0,0,0,10.9413,11.3553,10.6361,10.5739,10.5383,0,0,0,0,0,10.3442,10.5241,10.3385,10.9074,10.8636,0,0,0,0,0,
PS,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,NL,0,0,0,176307,1.10192,0,0,15,9.375e-05,0,0,0.001,0,0,0,0,0,0.196,0,0,0.003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,NL,0,0,1000000,209,0.00130625,0,17,15,9.375e-05,0,0,0.002,0,0.006,0.002,0,0,0.011,0,0,0,0,0,0,0,0,0,1,1,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,SGrid,3,100,100,205,0.00128125,11801500,15,15,9.375e-05,0,1,0.003,0,0,0.01,0.005,0.011,0.024,0,0,0.01,0.005,0,36.2903,1968,64.5081,213.21,49,49,1,0.015,5,0,4000,0,0,0,0,0,0,0,0,0,313,133,234,1351,1968,0,0,0,0,0,166.304,0,0,0,0,0,0,0,0,0,166.432,165.61,166.321,166.582,166.339,0,0,0,0,0,10.5225,0,0,0,0,0,0,0,0,0,10.5094,11.0377,10.4262,10.6707,10.6654,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,NL,0,0,1000000,1176,0.00735,0,75,15,9.375e-05,0,0,0.004,0,0.014,0.052,0,0,0.071,0,0,0,0,0,0,0,0,0,1,1,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,SGrid,3,100,100,425,0.00265625,775065,13,15,9.375e-05,0,0,0.004,0,0.003,0.007,0.005,0.021,0.043,0,0,0.02,0.005,0.001,26.6667,1888,33.3333,171.121,241,241,1,0.012,5,0,810,658,370,328,1834,0,0,0,0,0,821,625,346,320,1888,0,0,0,0,0,166.703,165.963,166.499,166.722,166.136,0,0,0,0,0,166.427,166.656,166.727,166.314,166.26,0,0,0,0,0,10.6115,10.531,10.2105,10.2144,10.5876,0,0,0,0,0,10.7162,10.4015,11.0902,10.6237,10.6325,0,0,0,0,0,
dTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,SGrid,3,100,100,351,0.00219375,2185108,13,15,9.375e-05,9,1,0.002,0,0.009,0.009,0.004,0.017,0.036,0,0,0.016,0.006,0,18.3673,1574,71.8061,182.308,143,143,1,0.015,5,5,4000,0,0,0,0,0,0,0,0,0,571,356,774,1574,716,0,0,0,0,0,166.304,0,0,0,0,0,0,0,0,0,166.424,165.9,165.136,167.44,166.133,0,0,0,0,0,10.5225,0,0,0,0,0,0,0,0,0,9.78154,11.1173,9.33502,10.8937,10.5538,0,0,0,0,0,
reTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,SGrid,3,100,100,266,0.0016625,6004029,15,15,9.375e-05,0,1,0.002,0,0.001,0.005,0.002,0.011,0.025,0,0,0.01,0.006,0,36.2903,1968,64.5081,300.982,249,249,1,0.011,5,0,347,37,204,1448,1964,0,0,0,0,0,313,133,234,1351,1968,0,0,0,0,0,166.577,165.756,164.768,166.608,166.202,0,0,0,0,0,166.432,165.61,166.321,166.582,166.339,0,0,0,0,0,10.5218,9.88648,10.9667,10.6202,10.3978,0,0,0,0,0,10.5094,11.0377,10.4262,10.6707,10.6654,0,0,0,0,0,
rereTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample1.bin,SGrid,3,100,100,269,0.00168125,3839620,18,15,9.375e-05,0,4,0.002,0,0.003,0.005,0.003,0.008,0.027,0,0,0.008,0.008,0,37.9032,1964,64.4839,291.731,249,249,1,0.013,5,0,347,37,204,1448,1964,0,0,0,0,0,392,38,590,1021,1955,0,0,0,0,0,166.577,165.756,164.768,166.608,166.202,0,0,0,0,0,166.15,164.667,166.857,166.454,166.335,0,0,0,0,0,10.5218,9.88648,10.9667,10.6202,10.3978,0,0,0,0,0,10.8974,8.33287,10.5175,10.6903,10.6606,0,0,0,0,0,
PS,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample2.bin,NL,0,0,0,175980,1.09987,0,0,18,0.0001125,0,0,0.002,0,0,0,0,0,0.195,0,0,0.002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SGrid,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample2.bin,NL,0,0,1000000,231,0.00144375,0,31,18,0.0001125,0,0,0.002,0,0.003,0.002,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample2.bin,SGrid,3,100,100,231,0.00144375,11877200,35,18,0.0001125,0,2,0.006,0,0.001,0.008,0.005,0.008,0.024,0,0,0.008,0.003,0,36.2903,1966,64.5,214.806,49,49,1,0.011,5,0,4000,0,0,0,0,0,0,0,0,0,283,143,219,1387,1966,0,0,0,0,0,166.304,0,0,0,0,0,0,0,0,0,166.365,167.235,165.858,165.982,166.484,0,0,0,0,0,10.5225,0,0,0,0,0,0,0,0,0,11.4725,10.8172,10.7743,10.954,10.7209,0,0,0,0,0,
PBSM,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample2.bin,NL,0,0,1000000,1197,0.00748125,0,80,18,0.0001125,0,0,0.004,0,0.019,0.048,0,0,0.072,0,0,0,0,0,0,0,0,0,1,1,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,5,4000,4000,../../../data/samplesRandomUni/4000/sample4.bin,../../../data/samplesRandomUni/4000/sample2.bin,SGrid,3,100,100,361,0.00225625,1551116,10,18,0.0001125,0,1,0.002,0,0.003,0.006,0.004,0.02,0.038,0,0,0.02,0.006,0,30.8333,1877,33.3292,171.143,241,241,1,0.012,5,0,627,578,357,561,1877,0,0,0,0,0,724,530,357,675,1713,0,0,0,0,0,166.756,166.281,166.739,166.199,166.11,0,0,0,0,0,166.816,165.597,167.414,165.862,166.216,0,0,0,0,0,10.9831,10.417,10.7439,9.91736,10.5238,0,0,0,0,0,10.6916,10.8352,11.0119,11.1251,10.7901,0,0,0,0,0,
