Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,415810,1.66324,19186103,121781,37540,0.15016,0,0,0.015,0,0.005,0.916,0,0.043,0.981,0.004,0,0.041,0.006,0.001,33.9869,1246,32.6797,135.989,307,307,1,0.922,6,0,481,603,893,872,1246,905,0,0,0,0,366,555,1006,956,1129,988,0,0,0,0,7.05738,7.56288,7.36945,7.93316,7.08215,7.00141,0,0,0,0,7.29641,7.44041,7.21878,7.94982,7.11679,7.0014,0,0,0,0,1.74142,1.91511,1.79342,2.14237,1.68148,1.57072,0,0,0,0,1.90499,1.8522,1.77771,2.1171,1.71008,1.53202,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,227175,0.9087,16229650,74273,37540,0.15016,43,0,0.007,0,0.38,0.491,0,0.029,0.529,0.004,0,0.028,0.009,0,17.5,2150,73.75,262.665,90,90,1,0.5,5,5,5000,0,0,0,0,0,0,0,0,0,147,361,353,1946,2150,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.32066,7.53812,7.45717,6.88945,7.43649,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.82705,1.83096,1.8776,1.45513,2.02176,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,469877,1.87951,23809756,55426,37540,0.15016,0,0,0.005,0,0.002,1.048,0,0.017,1.073,0.003,0,0.017,0.008,0,36.8421,2675,65.7895,330.496,305,305,1,1.056,5,0,171,85,1175,894,2675,0,0,0,0,0,136,120,1175,894,2675,0,0,0,0,0,7.35118,7.81872,7.36536,6.89668,7.42905,0,0,0,0,0,7.30776,7.73156,7.36536,6.89668,7.42905,0,0,0,0,0,1.83509,1.92702,1.79805,1.46369,1.93736,0,0,0,0,0,1.81868,1.92055,1.79805,1.46369,1.93736,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,22532,0.090128,8967752,288,122,0.000488,1728,2174,0.014,0,0.003,0.057,0,0.04,0.116,0,0,0.039,0.004,0,44.7712,2008,19.9281,156.625,307,307,1,0.061,6,0,46,24,334,41,819,2008,0,0,0,0,297,96,7,98,993,1335,0,0,0,0,5.9544,6.70717,7.32186,7.54591,6.92102,7.54784,0,0,0,0,7.37468,7.80622,7.55083,7.72316,7.35894,7.21891,0,0,0,0,0.728274,1.25402,2.01729,1.74465,1.47233,1.97568,0,0,0,0,2.00281,1.7329,1.88767,1.87817,1.77117,1.76942,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,3270,0.01308,4853446,106,122,0.000488,1851,1613,0.011,0,0.009,0.015,0,0.019,0.048,0,0,0.019,0.003,0,17.6471,1445,77.9853,195.73,73,73,1,0.018,5,4,5000,0,0,0,0,0,0,0,0,0,1189,66,449,1445,0,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.24607,0,7.49075,7.71393,7.20595,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.75589,0,1.94928,1.85434,1.63621,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,31018,0.124072,15437751,329,122,0.000488,154,1613,0.005,0,0.002,0.074,0,0.018,0.099,0,0,0.018,0.002,0,44.0789,2681,54.1645,286.962,305,305,1,0.076,5,0,36,0,1215,914,2681,0,0,0,0,0,840,0,475,207,1865,0,0,0,0,0,6.42379,0,7.3651,6.90305,7.42862,0,0,0,0,0,7.21538,0,7.52589,7.64882,7.15861,0,0,0,0,0,0.870453,0,1.78459,1.46565,1.93763,0,0,0,0,0,1.81822,0,1.95132,1.68202,1.72939,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample3.bin,SGrid,3,100,10,9444,0.037776,5630027,801,193,0.000772,2678,1903,0.014,0,0.003,0.027,0,0.035,0.08,0,0,0.034,0.005,0,45.098,1868,17.7092,125.886,307,307,1,0.032,6,0,51,244,594,830,334,269,0,0,0,0,27,79,637,276,1868,210,0,0,0,0,7.50368,7.09509,7.11782,7.89779,6.99637,7.22659,0,0,0,0,7.50248,8.19632,7.14067,6.87331,7.49128,6.86913,0,0,0,0,1.82248,1.64284,1.50689,2.16417,1.53664,1.79505,0,0,0,0,1.95883,2.37156,1.64014,1.32797,1.99536,1.49485,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample3.bin,SGrid,3,100,10,3661,0.014644,5468584,332,193,0.000772,2799,1215,0.013,0,0.011,0.016,0,0.025,0.057,0,0,0.024,0.006,0,18.3673,828,53.449,112.961,82,82,1,0.022,5,5,5000,0,0,0,0,0,0,0,0,0,197,0,1019,553,432,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.39185,0,7.65473,7.74984,7.17727,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.88282,0,2.12338,1.85281,1.65045,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample3.bin,SGrid,3,100,10,23222,0.092888,17770303,32,193,0.000772,245,1215,0.013,0.001,0.001,0.058,0,0.017,0.09,0,0,0.016,0.004,0,46.0526,2683,56.1842,320.866,305,305,1,0.062,5,0,0,0,1175,897,2683,0,0,0,0,0,301,0,38,877,2569,0,0,0,0,0,0,0,7.36536,6.89809,7.43042,0,0,0,0,0,6.70486,0,7.6888,7.71682,7.28494,0,0,0,0,0,0,0,1.79805,1.46179,1.93594,0,0,0,0,0,1.27684,0,2.07659,1.97707,1.82723,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample4.bin,SGrid,3,100,10,18930,0.07572,6299947,1072,157,0.000628,2023,2727,0.01,0,0.003,0.048,0,0.037,0.101,0,0,0.036,0.005,0.001,43.7908,1602,17.1569,118.9,307,307,1,0.053,6,0,3,63,93,813,1602,403,0,0,0,0,49,168,381,575,809,291,0,0,0,0,10.1104,6.79339,7.0178,7.19836,7.07975,7.17985,0,0,0,0,7.97405,7.01548,7.00811,6.92911,7.12615,7.09164,0,0,0,0,3.43137,0.799046,1.27919,1.52223,1.69446,1.78758,0,0,0,0,2.13312,1.71252,1.56523,1.58219,1.73353,1.63582,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample4.bin,SGrid,3,100,10,3242,0.012968,2844534,203,157,0.000628,2120,1913,0.005,0,0.008,0.015,0,0.023,0.044,0,0,0.022,0.006,0,17.1875,537,76.3438,109.031,72,72,1,0.021,5,4,5000,0,0,0,0,0,0,0,0,0,1296,590,605,389,0,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.30927,7.94851,7.64763,6.73094,7.32167,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.83446,2.11597,1.87562,1.47143,1.84386,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample4.bin,SGrid,3,100,10,10167,0.040668,14181231,263,157,0.000628,185,1913,0.014,0,0.001,0.029,0,0.016,0.061,0,0,0.015,0.002,0.001,42.7632,2686,51.9868,267.772,305,305,1,0.031,5,0,26,26,1178,899,2686,0,0,0,0,0,574,181,238,822,1272,0,0,0,0,0,7.80357,8.00831,7.37125,6.89838,7.42567,0,0,0,0,0,6.85747,7.883,7.54799,6.86427,7.46361,0,0,0,0,0,2.60164,1.86421,1.80622,1.46058,1.93537,0,0,0,0,0,1.45274,2.08932,1.94748,1.52158,1.92965,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample5.bin,SGrid,3,100,10,5344,0.021376,5152017,636,177,0.000708,3183,1988,0.013,0,0.003,0.016,0,0.037,0.071,0,0,0.036,0.003,0.001,46.0784,2156,15.781,139.541,307,307,1,0.019,6,0,44,0,383,82,911,397,0,0,0,0,504,124,5,57,2156,166,0,0,0,0,7.59478,0,7.36148,7.39688,7.24609,6.79302,0,0,0,0,6.82635,7.05818,8.66207,6.99131,7.34072,6.64381,0,0,0,0,2.01311,0,1.75386,1.84574,1.78087,1.05038,0,0,0,0,1.22797,1.22805,3.07829,1.6109,1.82347,0.894366,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample5.bin,SGrid,3,100,10,4181,0.016724,6001500,126,177,0.000708,2101,1051,0.013,0,0.008,0.018,0,0.024,0.057,0,0,0.023,0.007,0,18.4783,1378,62.7065,159.854,80,80,1,0.025,5,5,5000,0,0,0,0,0,0,0,0,0,929,0,592,1378,0,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.37778,6.72743,6.64513,7.10321,7.58256,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.84023,1.41698,0.913114,1.90247,2.09708,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample5.bin,SGrid,3,100,10,8813,0.035252,18195025,3027,177,0.000708,194,1051,0.015,0,0.002,0.024,0,0.023,0.065,0,0,0.023,0.003,0,44.0789,2686,57.5987,304.975,305,305,1,0.027,5,0,21,23,1182,894,2686,0,0,0,0,0,476,24,641,516,2292,0,0,0,0,0,7.2489,8.91237,7.37077,6.89668,7.42627,0,0,0,0,0,7.19545,6.60488,6.74404,7.07443,7.54553,0,0,0,0,0,1.92209,2.01682,1.80562,1.46369,1.93705,0,0,0,0,0,1.563,1.28099,1.01024,1.71189,1.9809,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample6.bin,SGrid,3,100,10,31608,0.126432,15290927,542,141,0.000564,773,1028,0.009,0,0.004,0.089,0,0.036,0.14,0,0,0.035,0.005,0,44.7712,2027,26.7941,170.407,307,307,1,0.094,6,0,24,149,899,769,2027,359,0,0,0,0,60,49,513,938,1797,615,0,0,0,0,7.96232,7.48411,7.3278,7.38378,7.48805,6.73831,0,0,0,0,6.09739,6.33694,7.6696,7.01754,7.03789,7.67334,0,0,0,0,1.86774,1.96505,1.82434,1.88451,1.92155,1.147,0,0,0,0,0.892196,1.21568,1.95574,1.58772,1.66058,2.0506,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample6.bin,SGrid,3,100,10,3680,0.01472,9644340,267,141,0.000564,1438,746,0.006,0,0.012,0.018,0,0.026,0.053,0,0,0.025,0.006,0,17.5926,2114,64.5556,211.816,86,86,1,0.024,5,5,5000,0,0,0,0,0,0,0,0,0,600,6,352,2114,490,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.21638,9.91506,7.5797,6.94632,7.35055,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.77743,3.32548,2.02565,1.6078,1.85844,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample6.bin,SGrid,3,100,10,30091,0.120364,19802295,28,141,0.000564,240,746,0.01,0,0.001,0.076,0,0.015,0.103,0,0,0.014,0.003,0,44.0789,2745,59.3026,328.925,305,305,1,0.079,5,0,6,0,1175,896,2683,0,0,0,0,0,215,1,512,781,2745,0,0,0,0,0,7.20912,0,7.36536,6.89725,7.43042,0,0,0,0,0,6.85939,9.91506,7.63739,7.03598,7.20838,0,0,0,0,0,1.99674,0,1.79805,1.46229,1.93594,0,0,0,0,0,1.43786,3.32548,1.99246,1.65572,1.78784,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample7.bin,SGrid,3,100,10,4122,0.016488,5453884,113,52,0.000208,2134,2777,0.01,0,0.003,0.014,0,0.035,0.062,0,0,0.033,0.004,0,46.732,1233,16.6307,110.699,307,307,1,0.018,6,0,8,99,159,1699,476,425,0,0,0,0,4,3,273,251,1212,480,0,0,0,0,7.06806,6.71325,7.00445,7.65537,7.28758,6.93286,0,0,0,0,10.8782,9.57257,6.6133,7.30046,7.44643,7.57065,0,0,0,0,1.14595,0.984932,1.79787,1.99287,1.81427,1.58747,0,0,0,0,3.23246,2.7876,1.10425,1.68732,1.83492,2.00829,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample7.bin,SGrid,3,100,10,1077,0.004308,9396272,62,52,0.000208,1576,1138,0.007,0,0.008,0.012,0,0.026,0.047,0,0,0.025,0.005,0,18.3673,2525,66.5306,267.916,82,82,1,0.017,5,5,5000,0,0,0,0,0,0,0,0,0,7,0,885,2525,7,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.39441,10.5687,7.39614,6.57957,7.54172,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.90418,2.75717,1.6804,0.971862,1.87631,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample7.bin,SGrid,3,100,10,15536,0.062144,18148158,8,52,0.000208,192,1138,0.006,0,0.002,0.039,0,0.017,0.065,0,0,0.016,0.003,0,44.0789,2694,57.0395,322.71,305,305,1,0.042,5,0,10,0,1210,894,2694,0,0,0,0,0,234,1,392,569,2666,0,0,0,0,0,5.99622,0,7.35943,6.89668,7.42488,0,0,0,0,0,7.03587,10.5687,7.26213,6.67827,7.5346,0,0,0,0,0,1.009,0,1.78399,1.46369,1.9349,0,0,0,0,0,1.28949,2.75717,1.78185,1.07306,1.99227,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample8.bin,SGrid,3,100,10,15482,0.061928,7979760,1967,139,0.000556,1827,1724,0.014,0,0.004,0.042,0,0.037,0.098,0,0,0.035,0.005,0,43.1373,1234,21.0752,108.463,307,307,1,0.047,6,0,80,617,442,1104,802,128,0,0,0,0,64,212,628,721,1234,417,0,0,0,0,7.29203,7.33594,7.29752,7.49335,7.10652,6.87361,0,0,0,0,6.91875,7.15438,7.77943,7.75752,6.98007,7.3754,0,0,0,0,1.7721,1.76928,1.69345,1.95575,1.63778,1.00006,0,0,0,0,1.52298,1.82601,2.07415,2.13744,1.47079,1.74519,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample8.bin,SGrid,3,100,10,5472,0.021888,6736071,213,139,0.000556,1067,1694,0.014,0,0.014,0.021,0,0.02,0.057,0,0,0.02,0.005,0,17.1429,2283,88.1429,290.515,74,74,1,0.026,5,4,5000,0,0,0,0,0,0,0,0,0,1359,0,291,2283,0,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.42151,7.73274,7.20409,8.20022,7.28736,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.81211,1.18069,1.17048,2.55072,1.87755,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample8.bin,SGrid,3,100,10,39294,0.157176,15333414,20,139,0.000556,192,1694,0.014,0,0.001,0.094,0,0.016,0.126,0,0,0.016,0.004,0,44.7368,2682,53.3816,292.591,305,305,1,0.098,5,0,10,0,1199,917,2682,0,0,0,0,0,779,1,41,519,1966,0,0,0,0,0,5.99622,0,7.36226,6.91822,7.42812,0,0,0,0,0,6.99517,7.73274,7.07849,7.8792,7.33133,0,0,0,0,0,1.009,0,1.78594,1.49152,1.93756,0,0,0,0,0,1.69643,1.18069,1.15462,2.14505,1.78069,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample9.bin,SGrid,3,100,10,4517,0.018068,7590946,359,69,0.000276,1506,2698,0.008,0.001,0.003,0.015,0,0.037,0.064,0,0,0.036,0.002,0,45.7516,2442,18.9412,158.281,307,307,1,0.017,6,0,198,197,160,40,457,2442,0,0,0,0,30,104,126,626,1098,318,0,0,0,0,6.81962,7.13924,7.80009,8.89988,7.19688,7.49494,0,0,0,0,6.58087,7.48996,7.4344,7.29033,7.40475,7.14326,0,0,0,0,1.09882,1.43947,1.95829,2.83704,1.77191,1.96008,0,0,0,0,0.704162,1.54912,1.97646,1.74046,1.85869,1.79973,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample9.bin,SGrid,3,100,10,2431,0.009724,4569950,21,69,0.000276,1399,2501,0.012,0,0.009,0.012,0,0.021,0.048,0,0,0.021,0.004,0,17.1875,1250,88.7188,183.393,72,72,1,0.016,5,4,5000,0,0,0,0,0,0,0,0,0,1285,401,665,1250,0,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.33237,8.36777,7.74256,7.39544,7.44773,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.82863,2.37571,2.027,1.73843,1.83682,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample9.bin,SGrid,3,100,10,11585,0.04634,11748292,55,69,0.000276,221,2501,0.01,0,0.001,0.029,0,0.017,0.058,0,0,0.016,0.003,0.001,44.7368,2692,47.8816,273.102,305,305,1,0.032,5,0,0,0,1190,897,2692,0,0,0,0,0,39,83,157,636,1584,0,0,0,0,0,0,0,7.39254,6.89669,7.42676,0,0,0,0,0,7.6556,8.40402,7.63551,7.40221,7.27295,0,0,0,0,0,0,0,1.82645,1.46148,1.93505,0,0,0,0,0,1.80452,2.39824,1.86186,1.85401,1.80711,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample10.bin,SGrid,3,100,10,12058,0.048232,4343092,4719,285,0.00114,2303,2711,0.009,0,0.004,0.033,0,0.037,0.083,0,0,0.035,0.003,0,41.5033,760,16.2941,81.8991,307,307,1,0.036,6,0,203,208,304,1002,760,220,0,0,0,0,209,295,247,884,654,0,0,0,0,0,6.65663,7.45493,6.86136,7.7199,7.32365,7.25209,0,0,0,0,7.9931,7.41961,6.78381,7.14608,7.34286,0,0,0,0,0,1.45776,1.91817,1.41076,2.02072,1.88035,1.88602,0,0,0,0,2.20001,1.75621,1.0862,1.65883,1.96636,0,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample10.bin,SGrid,3,100,10,4619,0.018476,5857530,440,285,0.00114,2371,937,0.012,0,0.014,0.019,0,0.022,0.055,0,0,0.022,0.005,0,18,879,57.56,121.019,83,83,1,0.024,5,5,5000,0,0,0,0,0,0,0,0,0,340,5,1251,543,490,0,0,0,0,0,7.32286,0,0,0,0,0,0,0,0,0,7.22504,0,8.08922,7.63682,7.1754,0,0,0,0,0,1.83638,0,0,0,0,0,0,0,0,0,1.75975,0,2.29761,1.85052,1.85154,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,../../../data/samplesAxExpDifLenSmall/5000/sample10.bin,SGrid,3,100,10,68795,0.27518,19041836,80,285,0.00114,215,937,0.008,0,0.001,0.16,0,0.015,0.186,0,0,0.014,0.002,0.001,46.7105,3027,58.2105,342.961,305,305,1,0.162,5,0,0,0,1202,894,2689,0,0,0,0,0,550,0,39,447,3027,0,0,0,0,0,0,0,7.36223,6.89668,7.42642,0,0,0,0,0,6.75045,0,7.64063,7.83937,7.14002,0,0,0,0,0,0,0,1.78417,1.46369,1.93605,0,0,0,0,0,1.40246,0,1.88499,2.11442,1.7083,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,28849,0.115396,9378028,258,122,0.000488,2169,1609,0.011,0,0.002,0.07,0,0.034,0.118,0.001,0,0.032,0.004,0,46.0784,2057,20.3333,160.172,307,307,1,0.074,6,0,26,72,61,291,1085,1296,0,0,0,0,31,39,85,336,843,2057,0,0,0,0,6.67792,7.77698,6.68474,7.64798,7.34908,7.2244,0,0,0,0,7.72545,7.20512,7.72053,7.04612,7.0437,7.54655,0,0,0,0,1.07727,1.80742,1.20667,1.96211,1.79199,1.7822,0,0,0,0,2.39155,1.38733,2.27454,1.71108,1.59348,1.96893,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,3061,0.012244,10490535,266,122,0.000488,1555,811,0.007,0,0.011,0.016,0,0.027,0.053,0,0,0.026,0.005,0.002,17.5926,2577,63.4259,250.844,86,86,1,0.021,5,5,5000,0,0,0,0,0,0,0,0,0,345,2,116,2577,405,0,0,0,0,0,7.26573,0,0,0,0,0,0,0,0,0,7.39807,0,0,7.437,7.45677,0,0,0,0,0,1.77412,0,0,0,0,0,0,0,0,0,1.87781,0,0,2.01821,1.87729,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample1.bin,SGrid,3,100,10,23720,0.09488,18863604,2,122,0.000488,259,811,0.008,0,0.001,0.058,0,0.018,0.085,0,0,0.018,0.002,0,46.7105,2748,58.75,337.505,305,305,1,0.06,5,0,0,0,0,1993,2748,0,0,0,0,0,183,0,0,1892,2114,0,0,0,0,0,0,0,0,7.39808,7.23083,0,0,0,0,0,6.74646,0,0,7.29556,7.49934,0,0,0,0,0,0,0,0,1.84399,1.7539,0,0,0,0,0,1.49478,0,0,1.81445,1.96787,0,0,0,0,0
cTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,504855,2.01942,24015057,70775,37098,0.148392,0,0,0.014,0,0.004,1.142,0,0.039,1.2,0.007,0,0.038,0.008,0,41.1765,2766,32.6797,256.893,307,307,1,1.15,6,0,140,186,70,222,1706,2676,0,0,0,0,139,220,46,184,1645,2766,0,0,0,0,6.85721,6.63184,6.74991,7.00754,7.43083,7.26082,0,0,0,0,6.91502,6.93478,6.8228,6.74918,7.42411,7.25721,0,0,0,0,1.53739,1.09281,1.18084,1.53095,1.86984,1.77423,0,0,0,0,1.53433,1.49679,1.2422,1.25796,1.87943,1.76368,0,0,0,0
dTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,223077,0.892308,18525100,74594,37098,0.148392,63,0,0.006,0,0.395,0.483,0,0.027,0.518,0.001,0,0.026,0.008,0.001,17.4603,2678,71.7222,286.447,92,92,1,0.491,5,5,5000,0,0,0,0,0,0,0,0,0,220,46,158,1835,2678,0,0,0,0,0,7.26573,0,0,0,0,0,0,0,0,0,7.27552,6.64099,0,7.49589,7.26741,0,0,0,0,0,1.77412,0,0,0,0,0,0,0,0,0,1.75166,1.14659,0,2.01745,1.87401,0,0,0,0,0
reTOUCH:BU(Case4)D1,5,5000,5000,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,../../../data/samplesAxExpDifLenSmall/5000/sample2.bin,SGrid,3,100,10,499707,1.99883,23713568,42691,37098,0.148392,0,0,0.008,0,0.001,1.136,0,0.014,1.16,0.003,0,0.013,0.004,0.001,42.1053,2748,65.7895,373.777,305,305,1,1.14,5,0,184,106,0,1962,2748,0,0,0,0,0,121,169,0,1962,2748,0,0,0,0,0,6.71329,6.68937,0,7.39756,7.23083,0,0,0,0,0,6.78436,6.6474,0,7.39756,7.23083,0,0,0,0,0,1.34945,1.21321,0,1.843,1.7539,0,0,0,0,0,1.43071,1.19694,0,1.843,1.7539,0,0,0,0,0
