Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample6.bin,../../../data/samplesRandomExpand/2000/sample1.bin,SGrid,3,100,100,40,0.001,3471625,0,1,2.5e-05,13,5,0.001,0,0.001,0.037,0,0.005,0.045,0,0,0.005,0.004,0,17.7419,1030,64.2258,185.72,125,125,1,0.041,4,0,408,124,425,1030,0,0,0,0,0,0,378,198,420,999,0,0,0,0,0,0,166.67,166.138,166.431,165.916,0,0,0,0,0,0,166.344,166.088,165.865,165.836,0,0,0,0,0,0,10.324,9.02617,10.7702,10.4062,0,0,0,0,0,0,9.89401,11.1682,10.3723,10.5737,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample6.bin,../../../data/samplesRandomExpand/2000/sample2.bin,SGrid,3,100,100,66,0.00165,3489004,2,4,0.0001,11,10,0.001,0,0.001,0.036,0,0.005,0.043,0,0,0.005,0.004,0,17.7419,1025,64.1774,185.827,125,125,1,0.04,4,0,379,153,432,1025,0,0,0,0,0,0,339,204,450,997,0,0,0,0,0,0,167.059,165.713,166.296,165.921,0,0,0,0,0,0,165.736,165.673,166.951,166.556,0,0,0,0,0,0,10.1602,9.64814,10.7005,10.418,0,0,0,0,0,0,10.4732,10.091,10.7444,10.6846,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample6.bin,../../../data/samplesRandomExpand/2000/sample3.bin,SGrid,3,100,100,35,0.000875,3478884,3,4,0.0001,17,6,0.001,0,0.001,0.038,0,0.005,0.046,0,0,0.004,0.004,0,17.7419,1029,64.1452,185.689,125,125,1,0.042,4,0,407,111,436,1029,0,0,0,0,0,0,359,208,429,998,0,0,0,0,0,0,166.609,166.095,166.35,165.925,0,0,0,0,0,0,166.864,167.567,165.344,166.312,0,0,0,0,0,0,10.1282,9.24177,10.7884,10.4094,0,0,0,0,0,0,11.063,11.4613,10.627,10.7326,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample6.bin,../../../data/samplesRandomExpand/2000/sample4.bin,SGrid,3,100,100,58,0.00145,3487402,12,9,0.000225,17,7,0,0,0.001,0.037,0,0.005,0.044,0,0,0.005,0.004,0,17.7419,1029,64.129,187.247,125,125,1,0.041,4,0,404,126,424,1029,0,0,0,0,0,0,354,198,427,1014,0,0,0,0,0,0,166.432,166.457,166.409,165.964,0,0,0,0,0,0,167.536,165.23,166.191,166.264,0,0,0,0,0,0,10.066,9.27397,10.7859,10.4486,0,0,0,0,0,0,10.976,11.4309,10.7937,10.5716,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample6.bin,../../../data/samplesRandomExpand/2000/sample5.bin,SGrid,3,100,100,54,0.00135,3468368,1,2,5e-05,11,8,0.001,0,0.001,0.039,0,0.004,0.045,0,0,0.004,0.002,0,19.3548,1032,64.2097,186.921,125,125,1,0.041,4,0,389,131,437,1032,0,0,0,0,0,0,377,199,395,1021,0,0,0,0,0,0,166.441,166.055,166.468,165.95,0,0,0,0,0,0,166.237,165.449,165.899,166.168,0,0,0,0,0,0,10.092,9.12677,10.7682,10.4432,0,0,0,0,0,0,10.1544,10.7917,11.2659,10.4958,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample1.bin,SGrid,3,100,100,35,0.000875,3127535,3,3,7.5e-05,21,2,0.001,0,0.001,0.034,0,0.003,0.041,0,0,0.003,0.002,0.001,20.9677,797,64.1452,153.37,125,125,1,0.036,4,0,398,130,654,797,0,0,0,0,0,0,368,250,604,776,0,0,0,0,0,0,166.232,165.256,166.804,166.451,0,0,0,0,0,0,166.471,166.143,165.898,165.696,0,0,0,0,0,0,10.8052,10.9261,10.6715,11.1448,0,0,0,0,0,0,10.4664,9.71714,10.618,10.598,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample2.bin,SGrid,3,100,100,65,0.001625,3141026,6,2,5e-05,8,2,0.001,0,0,0.036,0,0.003,0.041,0,0,0.003,0.005,0,20.9677,792,64.3548,152.818,125,125,1,0.041,4,0,387,157,656,792,0,0,0,0,0,0,330,265,646,757,0,0,0,0,0,0,166.442,165.792,166.817,166.377,0,0,0,0,0,0,165.433,166.499,166.595,166.706,0,0,0,0,0,0,10.9196,11.1383,10.6857,11.1422,0,0,0,0,0,0,10.664,9.65296,10.6589,10.9885,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample3.bin,SGrid,3,100,100,48,0.0012,3119873,7,5,0.000125,6,1,0.001,0,0.001,0.032,0,0.005,0.04,0,0,0.004,0.002,0,20.9677,797,64.4032,151.448,125,125,1,0.034,4,0,397,141,659,797,0,0,0,0,0,0,358,269,634,738,0,0,0,0,0,0,166.004,166.591,166.773,166.446,0,0,0,0,0,0,166.454,167.066,165.699,166.498,0,0,0,0,0,0,10.7368,11.1602,10.7306,11.1847,0,0,0,0,0,0,11.2896,11.1757,10.4937,10.8741,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample4.bin,SGrid,3,100,100,55,0.001375,3144573,6,6,0.00015,4,2,0.001,0,0.001,0.034,0,0.003,0.04,0,0,0.003,0.003,0,20.9677,790,64.4194,152.542,125,125,1,0.037,4,0,407,141,658,790,0,0,0,0,0,0,343,263,629,763,0,0,0,0,0,0,166.265,165.518,166.813,166.459,0,0,0,0,0,0,166.981,166.518,166.117,166.308,0,0,0,0,0,0,10.904,10.9973,10.6686,11.1898,0,0,0,0,0,0,10.9707,11.276,10.9837,10.3822,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample5.bin,SGrid,3,100,100,64,0.0016,3152626,3,3,7.5e-05,10,0,0.001,0,0.001,0.037,0,0.005,0.045,0,0,0.004,0.004,0,20.9677,792,64.3548,154.094,125,125,1,0.041,4,0,380,158,665,787,0,0,0,0,0,0,349,258,601,792,0,0,0,0,0,0,165.988,165.701,166.872,166.409,0,0,0,0,0,0,166.198,165.456,166.513,165.875,0,0,0,0,0,0,10.8188,11.1527,10.7236,11.1788,0,0,0,0,0,0,10.518,10.129,11.0983,10.4486,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample7.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,50,0.00125,3132059,6,3,7.5e-05,9,4,0,0,0.001,0.036,0,0.004,0.042,0,0,0.004,0.004,0,20.9677,793,64.3065,152.344,125,125,1,0.04,4,0,393,149,656,793,0,0,0,0,0,0,342,281,608,765,0,0,0,0,0,0,166.289,166.28,166.781,166.397,0,0,0,0,0,0,166.199,166.137,165.995,166.364,0,0,0,0,0,0,10.8172,11.3548,10.7039,11.1444,0,0,0,0,0,0,10.0724,9.82712,10.7932,10.3755,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample1.bin,SGrid,3,100,100,49,0.001225,3607314,4,4,0.0001,14,13,0.002,0,0.001,0.04,0,0.009,0.053,0,0,0.008,0.003,0,25.8065,1216,64.0806,215.691,125,125,1,0.043,4,0,201,49,520,1216,0,0,0,0,0,0,177,142,496,1172,0,0,0,0,0,0,166.733,172.017,166.763,166.209,0,0,0,0,0,0,166.748,165.738,166.047,165.851,0,0,0,0,0,0,10.2406,11.4508,10.7359,10.8687,0,0,0,0,0,0,10.1425,10.0579,10.7638,10.4431,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample2.bin,SGrid,3,100,100,57,0.001425,3614746,1,4,0.0001,12,3,0.001,0,0.001,0.042,0,0.004,0.049,0,0,0.004,0.003,0,29.0323,1213,64.2742,213.806,125,125,1,0.045,4,0,191,70,514,1213,0,0,0,0,0,0,184,121,546,1146,0,0,0,0,0,0,166.418,169.973,166.827,166.252,0,0,0,0,0,0,166.155,166.758,166.076,166.611,0,0,0,0,0,0,10.6263,11.6417,10.7058,10.8367,0,0,0,0,0,0,10.2297,9.85041,10.7065,10.8005,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample3.bin,SGrid,3,100,100,52,0.0013,3642035,2,3,7.5e-05,1,4,0.001,0,0.001,0.04,0,0.005,0.047,0,0,0.005,0.002,0,25.8065,1219,64.4355,216.478,125,125,1,0.042,4,0,208,51,521,1219,0,0,0,0,0,0,192,125,501,1178,0,0,0,0,0,0,166.67,169.023,166.773,166.321,0,0,0,0,0,0,167.105,167.387,165.588,166.371,0,0,0,0,0,0,10.7117,11.7593,10.6449,10.8788,0,0,0,0,0,0,10.829,10.2336,10.5482,11.0717,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample4.bin,SGrid,3,100,100,62,0.00155,3630094,14,5,0.000125,2,5,0.001,0,0.001,0.042,0,0.003,0.047,0,0,0.003,0.004,0,25.8065,1220,64.4032,215.307,125,125,1,0.046,4,0,198,68,512,1220,0,0,0,0,0,0,204,131,493,1167,0,0,0,0,0,0,166.488,169.139,166.823,166.295,0,0,0,0,0,0,166.104,166.74,165.952,166.558,0,0,0,0,0,0,10.8313,11.3431,10.6886,10.8453,0,0,0,0,0,0,10.505,11.4274,11.1424,10.589,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample5.bin,SGrid,3,100,100,74,0.00185,3621191,3,1,2.5e-05,9,10,0.001,0,0.001,0.043,0,0.003,0.048,0,0,0.003,0.002,0,25.8065,1220,64.2097,216.607,125,125,1,0.045,4,0,155,102,514,1220,0,0,0,0,0,0,193,134,481,1182,0,0,0,0,0,0,166.084,168.222,166.84,166.322,0,0,0,0,0,0,166.042,167.327,166.527,165.757,0,0,0,0,0,0,10.6479,10.9485,10.7214,10.855,0,0,0,0,0,0,9.84529,11.0549,11.0709,10.4802,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,55,0.001375,3647916,0,0,0,3,3,0.001,0,0.001,0.042,0,0.003,0.047,0,0,0.003,0.003,0,27.4194,1220,64.4194,217.574,125,125,1,0.045,4,0,204,50,523,1220,0,0,0,0,0,0,178,133,496,1190,0,0,0,0,0,0,166.902,170.491,166.673,166.278,0,0,0,0,0,0,165.236,166.796,166.036,166.331,0,0,0,0,0,0,10.6689,12.1538,10.665,10.8409,0,0,0,0,0,0,9.77589,10.3521,10.6511,10.3594,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample8.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,52,0.0013,3648960,1,4,0.0001,10,2,0.001,0,0.001,0.042,0,0.003,0.047,0,0,0.003,0.003,0,27.4194,1223,64.3226,219.981,125,125,1,0.045,4,0,178,68,521,1223,0,0,0,0,0,0,154,124,506,1214,0,0,0,0,0,0,166.019,170.618,166.864,166.256,0,0,0,0,0,0,166.113,167.881,166.672,166.288,0,0,0,0,0,0,10.7105,10.7958,10.7381,10.8503,0,0,0,0,0,0,10.5389,11.3806,10.7192,11.0407,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample1.bin,SGrid,3,100,100,54,0.00135,3195686,4,4,0.0001,16,8,0.001,0,0.001,0.034,0,0.006,0.042,0,0,0.005,0.003,0,19.3548,871,64.129,160.363,125,125,1,0.037,4,0,481,159,503,841,0,0,0,0,0,0,402,265,454,871,0,0,0,0,0,0,166.57,166.686,166.066,166.27,0,0,0,0,0,0,166.169,166.185,165.979,165.749,0,0,0,0,0,0,10.7405,10.1487,10.899,10.6573,0,0,0,0,0,0,10.093,10.5129,10.3904,10.6753,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample2.bin,SGrid,3,100,100,55,0.001375,3199298,7,5,0.000125,13,8,0.001,0,0.001,0.036,0,0.004,0.042,0,0,0.004,0.004,0,17.7419,842,64.1774,158.713,125,125,1,0.04,4,0,417,226,513,831,0,0,0,0,0,0,372,273,505,842,0,0,0,0,0,0,166.582,166.584,166.029,166.318,0,0,0,0,0,0,165.602,166.041,166.773,166.73,0,0,0,0,0,0,11.0325,9.72672,10.8684,10.6778,0,0,0,0,0,0,10.5557,9.63554,10.8362,10.854,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample3.bin,SGrid,3,100,100,54,0.00135,3186085,1,2,5e-05,9,14,0.001,0,0.001,0.035,0,0.003,0.041,0,0,0.003,0.002,0,20.9677,841,64.1452,157.481,125,125,1,0.037,4,0,496,156,504,835,0,0,0,0,0,0,402,272,471,841,0,0,0,0,0,0,166.417,166.671,166.213,166.294,0,0,0,0,0,0,166.654,166.701,165.493,166.512,0,0,0,0,0,0,10.6409,9.94518,10.9802,10.6708,0,0,0,0,0,0,10.9379,11.2888,10.5405,10.851,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample4.bin,SGrid,3,100,100,52,0.0013,3206277,3,4,0.0001,11,7,0.001,0,0.001,0.033,0,0.005,0.04,0,0,0.005,0.002,0,20.9677,860,64.2258,159.575,125,125,1,0.035,4,0,458,196,502,833,0,0,0,0,0,0,384,270,479,860,0,0,0,0,0,0,166.467,166.753,166.029,166.315,0,0,0,0,0,0,167.537,166.076,166.137,166.091,0,0,0,0,0,0,10.6704,10.1349,10.9038,10.6774,0,0,0,0,0,0,11.2264,11.2827,10.6089,10.4488,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample5.bin,SGrid,3,100,100,41,0.001025,3202570,2,2,5e-05,17,12,0.001,0,0.001,0.034,0,0.004,0.041,0,0,0.004,0.002,0,20.9677,897,64.0484,161.759,125,125,1,0.036,4,0,431,196,520,836,0,0,0,0,0,0,405,254,432,897,0,0,0,0,0,0,166.365,167.611,165.919,166.277,0,0,0,0,0,0,166.133,165.96,166.096,166.022,0,0,0,0,0,0,10.8348,10.0618,10.862,10.6654,0,0,0,0,0,0,10.1777,10.6833,11.1174,10.5329,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,54,0.00135,3216750,4,2,5e-05,12,5,0.001,0,0.001,0.039,0,0.003,0.045,0,0,0.003,0.002,0,17.7419,874,64.2419,159.951,125,125,1,0.041,4,0,470,179,507,832,0,0,0,0,0,0,368,292,461,874,0,0,0,0,0,0,166.703,165.96,166.108,166.31,0,0,0,0,0,0,166.683,166.128,166.195,166.003,0,0,0,0,0,0,10.7463,9.81009,10.9997,10.6739,0,0,0,0,0,0,10.0002,10.0033,10.8831,10.4119,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,64,0.0016,3215379,1,1,2.5e-05,13,1,0.001,0,0.001,0.032,0,0.005,0.039,0,0,0.004,0.002,0,20.9677,860,64.2903,159.834,125,125,1,0.034,4,0,468,183,503,833,0,0,0,0,0,0,379,261,499,860,0,0,0,0,0,0,166.659,166.569,166.026,166.287,0,0,0,0,0,0,167.083,164.926,166.657,166.539,0,0,0,0,0,0,10.7177,9.92845,10.9696,10.6813,0,0,0,0,0,0,11.1097,10.2053,10.8305,11.141,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample9.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,61,0.001525,3226427,7,4,0.0001,20,4,0,0,0,0.037,0,0.004,0.042,0,0,0.003,0.005,0,19.3548,869,64.129,161.602,125,125,1,0.042,4,0,471,158,518,833,0,0,0,0,0,0,356,256,515,869,0,0,0,0,0,0,166.566,166.619,166.089,166.306,0,0,0,0,0,0,166.153,166.254,166.678,166.702,0,0,0,0,0,0,10.7726,10.1819,10.8142,10.6728,0,0,0,0,0,0,10.8655,11.0609,10.9156,10.7174,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample10.bin,../../../data/samplesRandomExpand/2000/sample1.bin,SGrid,3,100,100,71,0.001775,3113848,10,8,0.0002,21,11,0.001,0,0.001,0.036,0,0.003,0.041,0,0,0.003,0.003,0,22.5806,780,64,152.385,125,125,1,0.039,4,0,399,142,658,780,0,0,0,0,0,0,375,230,616,768,0,0,0,0,0,0,166.41,165.427,166.364,166.472,0,0,0,0,0,0,166.485,166.073,165.958,165.668,0,0,0,0,0,0,10.56,11.5185,10.3653,10.4413,0,0,0,0,0,0,9.98556,10.4715,10.578,10.6366,0,0,0,0,0,0,
reTOUCH:BU(Case4),5,2000,2000,../../../data/samplesRandomExpand/2000/sample10.bin,../../../data/samplesRandomExpand/2000/sample2.bin,SGrid,3,100,100,61,0.001525,3120898,3,6,0.00015,11,12,0.001,0,0.001,0.036,0,0.004,0.045,0,0,0.003,0.006,0.001,20.9677,776,64.1452,151.948,125,125,1,0.042,4,0,418,135,660,776,0,0,0,0,0,0,357,236,649,746,0,0,0,0,0,0,166.244,165.886,166.304,166.514,0,0,0,0,0,0,165.96,165.573,166.738,166.681,0,0,0,0,0,0,10.7843,11.4251,10.2867,10.4403,0,0,0,0,0,0,10.5066,9.81725,10.51,11.0349,0,0,0,0,0,0,
