Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
cTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample8.bin,SGrid,3,100,10,104458,0.104458,56183013,4990,571,0.000571,405,1683,0.013,0,0.007,0.24,0,0.066,0.328,0,0,0.063,0.007,0.001,45.8609,2920,29.6556,234.248,605,605,1,0.247,6,0,25,234,1142,1121,4379,2694,0,0,0,0,62,340,309,1602,3968,2036,0,0,0,0,6.02198,6.59673,7.4597,7.3371,7.29623,7.37483,0,0,0,0,7.77062,6.86845,7.60248,7.36089,7.36377,7.0654,0,0,0,0,0.701949,1.11616,1.83551,1.74543,1.84125,1.83457,0,0,0,0,1.92848,1.50238,1.94526,1.87408,1.8495,1.69344,0,0,0,0,
dTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample8.bin,SGrid,3,100,10,8945,0.008945,47963100,645,571,0.000571,1809,634,0.015,0,0.035,0.045,0,0.052,0.116,0,0,0.051,0.013,0.001,17.7165,3764,64.4961,266.995,183,183,1,0.058,6,6,10000,0,0,0,0,0,0,0,0,0,628,0,961,2838,3764,0,0,0,0,0,7.29391,0,0,0,0,0,0,0,0,0,7.28258,8.12742,0,7.30996,7.38936,7.29163,0,0,0,0,1.80539,0,0,0,0,0,0,0,0,0,1.78367,1.13617,0,1.30367,1.9708,1.84935,0,0,0,0,
reTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample8.bin,SGrid,3,100,10,203681,0.203681,92679284,3342,571,0.000571,62,634,0.015,0,0.002,0.474,0,0.03,0.524,0,0,0.029,0.003,0.001,46.732,5341,63.085,546.042,613,613,1,0.477,6,0,10,0,0,65,4898,4965,0,0,0,0,98,4,0,14,3909,5341,0,0,0,0,5.97,0,0,6.68405,7.2783,7.32515,0,0,0,0,7.50166,7.6067,0,7.12275,7.35444,7.24343,0,0,0,0,1.02847,0,0,0.998383,1.76832,1.85609,0,0,0,0,1.75666,1.12933,0,1.48875,1.87934,1.74665,0,0,0,0,
cTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample9.bin,SGrid,3,100,10,75238,0.075238,55385467,1498,494,0.000494,1259,2019,0.015,0,0.008,0.193,0,0.064,0.282,0,0,0.061,0.011,0.002,42.8808,4302,27.6854,234.626,605,605,1,0.204,6,0,458,307,137,1888,1649,4302,0,0,0,0,184,376,351,2397,2214,2459,0,0,0,0,7.46688,7.47793,6.60516,7.42288,6.99131,7.39678,0,0,0,0,7.35949,7.35595,7.54373,7.2321,7.27247,7.2373,0,0,0,0,1.87174,1.98567,1.33762,1.87838,1.56715,1.88231,0,0,0,0,1.90095,1.81316,1.97679,1.78286,1.78706,1.80455,0,0,0,0,
dTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample9.bin,SGrid,3,100,10,9192,0.009192,77281221,933,494,0.000494,440,1100,0.017,0,0.041,0.052,0,0.055,0.128,0,0,0.053,0.015,0.001,16.8067,8669,72.9454,561.155,180,180,1,0.067,6,5,10000,0,0,0,0,0,0,0,0,0,232,0,543,116,8669,0,0,0,0,0,7.29391,0,0,0,0,0,0,0,0,0,7.29128,0,0,8.67727,7.32871,7.27395,0,0,0,0,1.80539,0,0,0,0,0,0,0,0,0,1.82587,0,0,3.12481,1.84635,1.80089,0,0,0,0,
reTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample9.bin,SGrid,3,100,10,199721,0.199721,88025210,97,494,0.000494,84,1100,0.014,0,0.003,0.442,0,0.03,0.49,0,0,0.029,0.005,0,47.7124,4969,61.4902,532.988,613,613,1,0.447,6,0,0,0,0,63,4884,4969,0,0,0,0,12,0,0,12,4168,4708,0,0,0,0,0,0,0,6.70495,7.27863,7.32397,0,0,0,0,8.12377,0,0,8.10495,7.34347,7.24734,0,0,0,0,0,0,0,0.999688,1.77035,1.85605,0,0,0,0,1.6988,0,0,2.62473,1.87494,1.78802,0,0,0,0,
cTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample10.bin,SGrid,3,100,10,103882,0.103882,78332904,3009,1024,0.001024,689,1177,0.016,0,0.006,0.241,0,0.062,0.329,0,0,0.06,0.009,0.002,47.5166,7414,30.0232,381.443,605,605,1,0.25,6,0,215,321,471,2117,536,5651,0,0,0,0,9,18,517,325,540,7414,0,0,0,0,7.46691,7.57744,7.35253,7.10014,7.38385,7.3843,0,0,0,0,6.60483,7.15292,6.96979,7.36794,7.50468,7.31165,0,0,0,0,1.77956,1.85534,1.8256,1.61317,1.81633,1.88402,0,0,0,0,0.833326,1.31822,1.59931,1.4229,1.61393,1.83463,0,0,0,0,
dTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample10.bin,SGrid,3,100,10,13804,0.013804,81756112,2309,1024,0.001024,800,715,0.013,0,0.049,0.061,0,0.052,0.13,0,0,0.05,0.014,0.001,17.7165,8602,68.4409,538.937,183,183,1,0.075,6,6,10000,0,0,0,0,0,0,0,0,0,115,0,109,6,8602,368,0,0,0,0,7.29391,0,0,0,0,0,0,0,0,0,7.35979,0,0,9.03806,7.24638,7.23246,0,0,0,0,1.80539,0,0,0,0,0,0,0,0,0,1.84197,0,0,1.97781,1.69402,1.59098,0,0,0,0,
reTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample1.bin,../../../data/samplesAxExpDifLen/10000/sample10.bin,SGrid,3,100,10,190521,0.190521,91845109,210,1024,0.001024,87,715,0.014,0,0.003,0.419,0,0.029,0.465,0,0,0.028,0.006,0,48.6928,5004,62.7386,544.114,613,613,1,0.425,6,0,0,0,0,63,4881,4969,0,0,0,0,4,0,0,6,4271,5004,0,0,0,0,0,0,0,6.70495,7.27895,7.32397,0,0,0,0,8.13874,0,0,8.53554,7.32292,7.36345,0,0,0,0,0,0,0,0.999688,1.77079,1.85605,0,0,0,0,1.81188,0,0,2.28547,1.78484,1.85881,0,0,0,0,
cTOUCH:BU(Case4),5,10000,10000,../../../data/samplesAxExpDifLen/10000/sample2.bin,../../../data/samplesAxExpDifLen/10000/sample1.bin,SGrid,3,100,10,116988,0.116988,77710586,1394,592,0.000592,487,339,0.016,0,0.007,0.269,0,0.064,0.359,0,0,0.061,0.007,0.002,47.5166,5646,31.745,324.187,605,605,1,0.276,6,0,95,115,1098,1511,1048,5646,0,0,0,0,60,95,876,1112,2813,4705,0,0,0,0,7.80281,7.58799,7.19884,7.17091,6.90571,7.41605,0,0,0,0,7.13625,7.70143,6.93887,7.46819,7.3194,7.30365,0,0,0,0,1.78748,1.95607,1.65879,1.74448,1.49232,1.9126,0,0,0,0,1.9571,1.87217,1.61973,1.90561,1.86177,1.78128,0,0,0,0,
