Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
TOUCH,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,SGrid,3,100,100,267,0.006675,2534200,88,18,0.00045,3,0,0.003,0,0,0.009,0.006,0.003,0.016,0,0,0.003,0.003,0,50,1045,32.2097,136.919,21,21,500,0.012,4,0,281,313,358,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133972,0.131184,0.121011,0.126834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104183,0.103205,0.0870537,0.0980897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,SGrid,3,100,100,790,0.01975,131784,512,18,0.00045,2,7,0.005,0,0.003,0.016,0.016,0.013,1.184,0,0,0.012,1.146,0,16.129,552,32.1855,68.9061,125,125,500,1.162,5,0,506,343,164,673,312,0,0,0,0,0,686,445,213,413,236,0,0,0,0,0,0.130412,0.125596,0.136781,0.127801,0.126282,0,0,0,0,0,0.131768,0.129077,0.120627,0.12625,0.121264,0,0,0,0,0,0.0921386,0.0974309,0.106218,0.103126,0.0932347,0,0,0,0,0,0.103425,0.1028,0.0873516,0.094096,0.0876877,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,SGrid,3,100,100,5669,0.141725,4447,5095,18,0.00045,86,3,0.003,0,0.759,0.457,0.451,0.009,1.506,0,0,0.008,1.033,0,50,700,45.5714,128.46,105,105,500,1.49,4,4,281,313,107,88,0,0,0,0,0,0,437,334,443,700,0,0,0,0,0,0,0.133972,0.131184,0.113341,0.136544,0,0,0,0,0,0,0.134618,0.127718,0.122179,0.130867,0,0,0,0,0,0,0.104183,0.103205,0.0803981,0.103013,0,0,0,0,0,0,0.0996465,0.101525,0.0963127,0.099666,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,SGrid,3,100,100,334,0.00835,1252833,140,18,0.00045,16,3,0.006,0,0.002,0.008,0.008,0.004,0.445,0,0,0.004,0.424,0,17.7419,1055,64.2097,188.701,125,125,500,0.432,4,0,302,290,337,1055,0,0,0,0,0,0,281,313,358,1045,0,0,0,0,0,0,0.129955,0.128966,0.131328,0.127757,0,0,0,0,0,0,0.133972,0.131184,0.121011,0.126834,0,0,0,0,0,0,0.0916494,0.0941786,0.0989549,0.101691,0,0,0,0,0,0,0.104183,0.103205,0.0870537,0.0980897,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,SGrid,3,100,100,332,0.0083,1174475,107,18,0.00045,16,15,0.003,0,0.001,0.007,0.006,0.004,0.808,0,0,0.004,0.791,0.001,20.9677,1055,64.0161,182.629,125,125,500,0.798,4,0,302,290,337,1055,0,0,0,0,0,0,330,317,373,965,0,0,0,0,0,0,0.129955,0.128966,0.131328,0.127757,0,0,0,0,0,0,0.139078,0.123111,0.121612,0.127515,0,0,0,0,0,0,0.0916494,0.0941786,0.0989549,0.101691,0,0,0,0,0,0,0.105816,0.0981297,0.0907101,0.0977479,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample10.bin,./samples/2000/sample1.bin,SGrid,3,100,100,322,0.00805,2518200,69,21,0.000525,0,0,0.006,0,0,0.007,0.003,0.005,0.019,0,0,0.005,0.004,0,50,1012,32.2581,132.07,20,20,500,0.011,4,0,262,309,417,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130576,0.123624,0.130763,0.126626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104986,0.103737,0.0967404,0.0947227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample10.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1173,0.029325,103408,857,21,0.000525,0,2,0.003,0,0.003,0.017,0.013,0.012,1.586,0,0,0.011,1.549,0,18.5484,450,32.2419,65.6968,125,125,500,1.566,5,0,559,228,284,588,341,0,0,0,0,0,637,369,319,387,286,0,0,0,0,0,0.1188,0.120492,0.129315,0.128875,0.12037,0,0,0,0,0,0.125982,0.131098,0.135756,0.122882,0.123882,0,0,0,0,0,0.0896349,0.0899452,0.0996727,0.0904965,0.0939213,0,0,0,0,0,0.100489,0.105243,0.102866,0.0888178,0.0878298,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample10.bin,./samples/2000/sample1.bin,SGrid,3,100,100,4409,0.110225,4895,3772,21,0.000525,12,0,0.005,0,0.218,0.258,0.256,0.008,1.074,0,0,0.006,0.8,0,50,742,47.3333,129.223,105,105,500,1.058,4,4,262,309,126,92,0,0,0,0,0,0,469,489,288,742,0,0,0,0,0,0,0.130576,0.123624,0.122298,0.131634,0,0,0,0,0,0,0.125877,0.125943,0.116694,0.123861,0,0,0,0,0,0,0.104986,0.103737,0.0885916,0.0995825,0,0,0,0,0,0,0.0922777,0.0873384,0.0924943,0.097087,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample10.bin,./samples/2000/sample1.bin,SGrid,3,100,100,710,0.01775,1107002,444,21,0.000525,3,0,0.003,0,0.001,0.007,0.007,0.007,0.441,0.002,0,0.007,0.421,0.001,19.3548,1012,64.4677,176.206,125,125,500,0.428,4,0,304,300,447,946,0,0,0,0,0,0,262,309,417,1012,0,0,0,0,0,0,0.120327,0.127285,0.126301,0.122214,0,0,0,0,0,0,0.130576,0.123624,0.130763,0.126626,0,0,0,0,0,0,0.0877057,0.0926513,0.0942588,0.092576,0,0,0,0,0,0,0.104986,0.103737,0.0967404,0.0947227,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample10.bin,./samples/2000/sample1.bin,SGrid,3,100,100,696,0.0174,1049003,467,21,0.000525,3,5,0.006,0,0.001,0.009,0.008,0.01,0.054,0,0,0.009,0.027,0.001,24.1935,946,64.3871,170.782,125,125,500,0.036,4,0,304,300,447,946,0,0,0,0,0,0,302,311,438,944,0,0,0,0,0,0,0.120327,0.127285,0.126301,0.122214,0,0,0,0,0,0,0.128373,0.121809,0.132071,0.127039,0,0,0,0,0,0,0.0877057,0.0926513,0.0942588,0.092576,0,0,0,0,0,0,0.106144,0.0988727,0.096341,0.0956334,0,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample1.bin,./samples/2000/sample1.bin,SGrid,3,100,100,17359,0.216987,5913000,14894,2039,0.0254875,0,0,0.004,0,0,0.022,0.018,0.01,0.036,0,0,0.009,0.004,0,50,986,16.129,105.703,10,10,500,0.026,5,0,64,65,248,637,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122437,0.118334,0.127153,0.131183,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980438,0.0904045,0.102178,0.0989896,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample1.bin,./samples/2000/sample1.bin,SGrid,3,100,100,194179,2.42724,1522107,191677,2039,0.0254875,0,0,0.004,0,0.004,0.152,0.15,0.019,0.251,0.004,0,0.018,0.07,0,32.4176,2080,32.967,176.346,183,183,500,0.222,5,0,677,297,314,632,2080,0,0,0,0,0,315,202,139,422,922,0,0,0,0,0,0.129018,0.127824,0.130434,0.120849,0.12326,0,0,0,0,0,0.133785,0.133728,0.126539,0.122025,0.12673,0,0,0,0,0,0.0997483,0.0921884,0.10426,0.092624,0.095324,0,0,0,0,0,0.10291,0.0987564,0.0953435,0.0922145,0.0988892,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample1.bin,./samples/2000/sample1.bin,SGrid,3,100,100,414229,5.17786,7700,411041,2039,0.0254875,105,0,0.004,0,0.449,0.438,0.436,0.012,0.635,0.012,0,0.011,0.172,0,50,1992,74.9038,313.139,177,177,500,0.61,5,4,64,65,95,78,58,0,0,0,0,0,481,285,1137,1992,58,0,0,0,0,0,0.122437,0.118334,0.134978,0.120982,0.131763,0,0,0,0,0,0.125069,0.129701,0.125969,0.124421,0.131763,0,0,0,0,0,0.0980438,0.0904045,0.0952887,0.0881614,0.0982762,0,0,0,0,0,0.0992952,0.0938686,0.097978,0.0957773,0.0982762,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample1.bin,./samples/2000/sample1.bin,SGrid,3,100,100,62247,0.778088,2870175,59691,2039,0.0254875,3,0,0.005,0,0.002,0.053,0.052,0.011,0.104,0.002,0,0.011,0.032,0,42.7419,1960,48.3629,233.892,249,249,500,0.085,5,0,149,94,512,1282,1960,0,0,0,0,0,64,65,248,637,986,0,0,0,0,0,0.113898,0.121038,0.124635,0.127225,0.124294,0,0,0,0,0,0.122437,0.118334,0.127153,0.131183,0.126226,0,0,0,0,0,0.0934586,0.0861747,0.0945972,0.0988132,0.0955365,0,0,0,0,0,0.0980438,0.0904045,0.102178,0.0989896,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample1.bin,./samples/2000/sample1.bin,SGrid,3,100,100,65374,0.817175,2827351,62845,2039,0.0254875,3,0,0.004,0,0.002,0.053,0.052,0.009,0.108,0.002,0,0.008,0.038,0.001,42.7419,1960,48.3629,233.081,249,249,500,0.091,5,0,149,94,512,1282,1960,0,0,0,0,0,95,57,251,637,960,0,0,0,0,0,0.113898,0.121038,0.124635,0.127225,0.124294,0,0,0,0,0,0.115756,0.126859,0.127299,0.131404,0.12625,0,0,0,0,0,0.0934586,0.0861747,0.0945972,0.0988132,0.0955365,0,0,0,0,0,0.0956335,0.0874649,0.100436,0.100008,0.0966944,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample2.bin,./samples/2000/sample1.bin,SGrid,3,100,100,576,0.0072,6245800,106,39,0.0004875,0,0,0.003,0,0,0.01,0.005,0.013,0.027,0,0,0.012,0.005,0,50,986,16.129,114.343,8,8,500,0.015,5,0,62,62,70,820,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113088,0.118437,0.125715,0.131062,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867499,0.109364,0.0878047,0.100103,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample2.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1032,0.0129,682221,457,39,0.0004875,0,0,0.005,0,0.004,0.017,0.016,0.015,0.844,0,0,0.013,0.802,0,35.7143,2142,32.967,179.618,183,183,500,0.819,5,0,674,373,270,541,2142,0,0,0,0,0,288,127,214,438,933,0,0,0,0,0,0.127912,0.122249,0.119546,0.122254,0.124809,0,0,0,0,0,0.142429,0.138015,0.120643,0.123337,0.125078,0,0,0,0,0,0.0952141,0.0905895,0.0942601,0.0945899,0.0990498,0,0,0,0,0,0.109503,0.101389,0.0903021,0.0934039,0.0970156,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample2.bin,./samples/2000/sample1.bin,SGrid,3,100,100,14694,0.183675,7197,13746,39,0.0004875,29,0,0.007,0,1.345,0.743,0.74,0.011,1.437,0,0,0.009,0.674,0,50,1877,76.3654,340.592,177,177,500,1.417,5,4,62,62,23,114,64,0,0,0,0,0,234,153,1707,1877,64,0,0,0,0,0,0.113088,0.118437,0.131984,0.110931,0.134134,0,0,0,0,0,0.137849,0.134186,0.121449,0.124973,0.134134,0,0,0,0,0,0.0867499,0.109364,0.100071,0.0854218,0.0897923,0,0,0,0,0,0.101927,0.113302,0.0967959,0.0949597,0.0897923,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample2.bin,./samples/2000/sample1.bin,SGrid,3,100,100,848,0.0106,3389164,351,39,0.0004875,0,0,0.01,0,0.001,0.008,0.006,0.008,0.054,0,0,0.007,0.026,0,44.3548,1948,48.3871,255.604,249,249,500,0.034,5,0,101,133,110,1708,1948,0,0,0,0,0,62,62,70,820,986,0,0,0,0,0,0.128331,0.140594,0.117419,0.122452,0.125177,0,0,0,0,0,0.113088,0.118437,0.125715,0.131062,0.126226,0,0,0,0,0,0.104678,0.101778,0.0898405,0.0984288,0.0947156,0,0,0,0,0,0.0867499,0.109364,0.0878047,0.100103,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample2.bin,./samples/2000/sample1.bin,SGrid,3,100,100,860,0.01075,3382912,356,39,0.0004875,0,0,0.01,0,0.002,0.01,0.008,0.011,0.06,0,0,0.01,0.026,0,44.3548,1948,48.3871,255.069,249,249,500,0.036,5,0,101,133,110,1708,1948,0,0,0,0,0,74,65,71,834,956,0,0,0,0,0,0.128331,0.140594,0.117419,0.122452,0.125177,0,0,0,0,0,0.121466,0.110414,0.125731,0.131049,0.126252,0,0,0,0,0,0.104678,0.101778,0.0898405,0.0984288,0.0947156,0,0,0,0,0,0.10279,0.0910578,0.0833188,0.100491,0.0966942,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,587,0.0073375,5714600,169,41,0.0005125,0,0,0.008,0,0,0.009,0.005,0.011,0.029,0,0,0.01,0.004,0,50,986,16.129,102.456,18,18,500,0.013,5,0,153,106,175,580,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130139,0.129994,0.132152,0.127255,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105367,0.11241,0.108288,0.0918927,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1562,0.019525,494848,952,41,0.0005125,19,0,0.003,0,0.004,0.03,0.027,0.018,0.943,0,0,0.015,0.887,0,23.0769,1286,32.8626,116.513,183,183,500,0.917,5,0,983,583,374,755,1286,0,0,0,0,0,446,245,294,477,538,0,0,0,0,0,0.121818,0.129991,0.121995,0.122043,0.126159,0,0,0,0,0,0.127531,0.134847,0.132563,0.123282,0.125257,0,0,0,0,0,0.0896506,0.10003,0.086497,0.0886066,0.0996456,0,0,0,0,0,0.100284,0.102894,0.102302,0.0923811,0.0959113,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,7462,0.093275,8024,6341,41,0.0005125,16,0,0.004,0,0.69,0.44,0.437,0.015,1.151,0,0,0.014,0.69,0,50,2002,79.68,309.072,175,175,500,1.13,5,4,153,106,63,70,55,0,0,0,0,0,463,617,902,2002,55,0,0,0,0,0,0.130139,0.129994,0.133662,0.136908,0.137611,0,0,0,0,0,0.124809,0.125999,0.121555,0.125037,0.137611,0,0,0,0,0,0.105367,0.11241,0.108786,0.0948382,0.101363,0,0,0,0,0,0.0968198,0.0971065,0.0933622,0.0931898,0.101363,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1112,0.0139,2632338,539,41,0.0005125,15,0,0.004,0,0.001,0.011,0.01,0.012,0.441,0,0,0.011,0.412,0,36.2903,1954,48.2661,221.373,249,249,500,0.423,5,0,279,212,514,1026,1954,0,0,0,0,0,153,106,175,580,986,0,0,0,0,0,0.128014,0.126755,0.12043,0.122684,0.124953,0,0,0,0,0,0.130139,0.129994,0.132152,0.127255,0.126226,0,0,0,0,0,0.0960615,0.0999985,0.0906907,0.0950949,0.0929613,0,0,0,0,0,0.105367,0.11241,0.108288,0.0918927,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1266,0.015825,2516544,652,41,0.0005125,15,0,0.004,0,0.003,0.014,0.014,0.01,0.447,0,0,0.009,0.416,0,37.0968,1954,48.2661,219.212,249,249,500,0.43,5,0,279,212,514,1026,1954,0,0,0,0,0,177,103,255,507,958,0,0,0,0,0,0.128014,0.126755,0.12043,0.122684,0.124953,0,0,0,0,0,0.131366,0.134931,0.123651,0.128623,0.126504,0,0,0,0,0,0.0960615,0.0999985,0.0906907,0.0950949,0.0929613,0,0,0,0,0,0.10304,0.111813,0.0999113,0.0943517,0.0967553,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,567,0.0070875,5898600,135,40,0.0005,0,0,0.004,0,0,0.009,0.006,0.01,0.024,0,0,0.01,0.003,0,50,986,16.129,106.411,18,18,500,0.012,5,0,145,83,115,671,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13152,0.109908,0.131313,0.130151,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109822,0.0851291,0.0957856,0.098827,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1528,0.0191,476129,788,40,0.0005,25,0,0.003,0,0.004,0.025,0.023,0.016,0.931,0.002,0,0.014,0.881,0.001,27.4725,1797,32.8297,150.7,183,183,500,0.906,5,0,1035,457,334,352,1797,0,0,0,0,0,378,184,274,324,840,0,0,0,0,0,0.123096,0.117551,0.128631,0.121793,0.124679,0,0,0,0,0,0.135956,0.125534,0.123246,0.125526,0.126374,0,0,0,0,0,0.0929346,0.0941198,0.0934237,0.085651,0.0954751,0,0,0,0,0,0.105058,0.0948354,0.0942467,0.0896039,0.0994684,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,2947,0.0368375,6962,2238,40,0.0005,112,0,0.004,0,0.049,0.066,0.062,0.014,0.622,0,0,0.013,0.537,0,50,1982,77.76,303.64,175,175,500,0.603,5,4,145,83,38,101,50,0,0,0,0,0,695,323,888,1982,50,0,0,0,0,0,0.13152,0.109908,0.139371,0.130296,0.139524,0,0,0,0,0,0.124924,0.125492,0.124767,0.122138,0.139524,0,0,0,0,0,0.109822,0.0851291,0.0935108,0.10807,0.0893873,0,0,0,0,0,0.0964146,0.0962721,0.0944227,0.0927532,0.0893873,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,968,0.0121,2799845,469,40,0.0005,0,0,0.004,0,0.002,0.01,0.009,0.009,0.146,0,0,0.008,0.12,0,36.2903,1944,48.3871,226.312,249,249,500,0.13,5,0,279,126,527,1124,1944,0,0,0,0,0,145,83,115,671,986,0,0,0,0,0,0.123634,0.128676,0.123404,0.125503,0.122242,0,0,0,0,0,0.13152,0.109908,0.131313,0.130151,0.126226,0,0,0,0,0,0.0872933,0.105602,0.0964592,0.0937871,0.0929395,0,0,0,0,0,0.109822,0.0851291,0.0957856,0.098827,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1098,0.013725,2566293,567,40,0.0005,0,0,0.004,0,0.003,0.015,0.012,0.011,0.131,0,0,0.01,0.097,0,37.9032,1944,48.3871,222.35,249,249,500,0.112,5,0,279,126,527,1124,1944,0,0,0,0,0,195,68,277,504,956,0,0,0,0,0,0.123634,0.128676,0.123404,0.125503,0.122242,0,0,0,0,0,0.131658,0.103734,0.133914,0.128107,0.126252,0,0,0,0,0,0.0872933,0.105602,0.0964592,0.0937871,0.0929395,0,0,0,0,0,0.10385,0.0821674,0.105162,0.0954235,0.0966942,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,578,0.007225,5500800,141,38,0.000475,0,0,0.004,0,0,0.009,0.006,0.012,0.026,0,0,0.011,0.003,0,50,986,16.129,98.5398,18,18,500,0.012,5,0,157,157,220,480,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128556,0.124045,0.132362,0.128848,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110914,0.100711,0.103072,0.0926934,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,2102,0.026275,576164,1543,38,0.000475,12,2,0.005,0,0.004,0.028,0.025,0.019,1.651,0,0,0.017,1.595,0,21.978,1536,32.8901,131.688,183,183,500,1.623,5,0,988,504,312,648,1536,0,0,0,0,0,431,225,252,471,619,0,0,0,0,0,0.125597,0.129592,0.125483,0.126454,0.125272,0,0,0,0,0,0.130548,0.129271,0.137653,0.122538,0.124201,0,0,0,0,0,0.0887133,0.0964141,0.0960062,0.0971726,0.0981802,0,0,0,0,0,0.0990951,0.104786,0.106375,0.0918921,0.0951661,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,3076,0.03845,7519,2491,38,0.000475,8,0,0.005,0,0.043,0.051,0.049,0.013,0.265,0,0,0.012,0.192,0,50,1937,86.7826,298.46,171,171,500,0.243,5,4,157,157,75,77,44,0,0,0,0,0,867,928,260,1937,44,0,0,0,0,0,0.128556,0.124045,0.152075,0.125364,0.132515,0,0,0,0,0,0.13019,0.124716,0.119672,0.126535,0.132515,0,0,0,0,0,0.110914,0.100711,0.110245,0.099853,0.0919268,0,0,0,0,0,0.0939085,0.0950412,0.0953431,0.0971841,0.0919268,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1185,0.0148125,2460798,702,38,0.000475,17,0,0.008,0,0.002,0.011,0.01,0.009,0.075,0,0,0.009,0.044,0,36.2903,1903,48.25,213.568,249,249,500,0.055,5,0,370,246,511,953,1903,0,0,0,0,0,157,157,220,480,986,0,0,0,0,0,0.12716,0.125454,0.123975,0.12605,0.126663,0,0,0,0,0,0.128556,0.124045,0.132362,0.128848,0.126226,0,0,0,0,0,0.0888677,0.102126,0.0961176,0.0922444,0.0970748,0,0,0,0,0,0.110914,0.100711,0.103072,0.0926934,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1246,0.015575,2364626,723,38,0.000475,17,0,0.009,0,0.003,0.014,0.013,0.011,0.081,0,0,0.01,0.043,0,36.2903,1903,48.25,211.959,249,249,500,0.057,5,0,370,246,511,953,1903,0,0,0,0,0,204,137,277,425,957,0,0,0,0,0,0.12716,0.125454,0.123975,0.12605,0.126663,0,0,0,0,0,0.128428,0.120124,0.132019,0.129164,0.126399,0,0,0,0,0,0.0888677,0.102126,0.0961176,0.0922444,0.0970748,0,0,0,0,0,0.103907,0.101221,0.098848,0.0960563,0.0967509,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,647,0.0080875,6292200,177,51,0.0006375,0,0,0.009,0,0,0.008,0.003,0.011,0.029,0,0,0.01,0.005,0,50,986,16.129,116.517,9,9,500,0.013,5,0,88,67,0,859,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110935,0.103433,0,0.132634,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945551,0.0686968,0,0.101243,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,4000,2000,./samples/4000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,7657,0.0957125,637090,7110,51,0.0006375,22,1,0.006,0,0.004,0.035,0.032,0.016,1.318,0,0,0.015,1.256,0,25.8242,1934,32.8407,163.765,183,183,500,1.291,5,0,788,403,228,625,1934,0,0,0,0,0,287,175,241,429,867,0,0,0,0,0,0.121702,0.126701,0.127659,0.12509,0.123313,0,0,0,0,0,0.144242,0.119687,0.134411,0.120671,0.125151,0,0,0,0,0,0.0914648,0.101762,0.0841357,0.0916348,0.0932272,0,0,0,0,0,0.104703,0.0901765,0.106534,0.0884011,0.0985514,0,0,0,0,0
dTOUCH,10,4000,2000,./samples/4000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,21802,0.272525,6776,19848,51,0.0006375,201,0,0.007,0,1.738,0.843,0.838,0.015,1.895,0,0,0.015,1.026,0,50,1754,73.0577,278.213,177,177,500,1.869,5,4,88,67,0,112,52,0,0,0,0,0,525,454,1066,1754,52,0,0,0,0,0,0.110935,0.103433,0,0.138902,0.103233,0,0,0,0,0,0.119699,0.129599,0.124676,0.124329,0.103233,0,0,0,0,0,0.0945551,0.0686968,0,0.103162,0.0769091,0,0,0,0,0,0.0913765,0.0916226,0.0965438,0.09416,0.0769091,0,0,0,0,0
reTOUCH,10,4000,2000,./samples/4000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,995,0.0124375,3473593,493,51,0.0006375,15,0,0.004,0,0.002,0.008,0.007,0.012,0.052,0,0,0.012,0.026,0,43.5484,1903,48.2661,257.836,249,249,500,0.034,5,0,227,74,0,1781,1903,0,0,0,0,0,88,67,0,859,986,0,0,0,0,0,0.116524,0.127744,0,0.124929,0.123543,0,0,0,0,0,0.110935,0.103433,0,0.132634,0.126226,0,0,0,0,0,0.0858569,0.0824798,0,0.0942212,0.093305,0,0,0,0,0,0.0945551,0.0686968,0,0.101243,0.0966635,0,0,0,0,0
rereTOUCH,10,4000,2000,./samples/4000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,925,0.0115625,3425728,479,51,0.0006375,15,2,0.003,0,0.002,0.011,0.009,0.011,0.056,0,0,0.01,0.028,0,43.5484,1903,48.25,256.785,249,249,500,0.039,5,0,227,74,0,1781,1903,0,0,0,0,0,148,43,0,849,958,0,0,0,0,0,0.116524,0.127744,0,0.124929,0.123543,0,0,0,0,0,0.109391,0.12224,0,0.13232,0.126418,0,0,0,0,0,0.0858569,0.0824798,0,0.0942212,0.093305,0,0,0,0,0,0.0901428,0.0807549,0,0.101163,0.0967023,0,0,0,0,0
TOUCH,10,4000,2000,./samples/4000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,626,0.007825,6560000,136,40,0.0005,0,0,0.004,0,0,0.008,0.004,0.011,0.025,0,0,0.011,0.004,0.001,50,986,16.129,122.733,9,9,500,0.012,5,0,24,18,9,963,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143573,0.0877954,0.199427,0.128561,0.126226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134584,0.0588227,0.126488,0.0981139,0.0966635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
