Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
reTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,46,0.00115,810802,12,4,0.0001,7,8,0.006,0,0.002,0.004,0.003,0.006,0.401,0,0,0.006,0.383,0,17.7419,770,64.2742,146.266,125,125,500,0.387,4,0,602,84,560,747,0,0,0,0,0,0,408,274,540,770,0,0,0,0,0,0,0.129984,0.115837,0.129262,0.125147,0,0,0,0,0,0,0.127543,0.131107,0.12601,0.127847,0,0,0,0,0,0,0.0934444,0.0881628,0.0963633,0.0986476,0,0,0,0,0,0,0.100595,0.106612,0.0949038,0.0957026,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,38,0.00095,787775,12,4,0.0001,7,13,0.007,0,0.001,0.003,0.002,0.005,0.401,0,0,0.005,0.383,0.001,20.9677,747,64.1935,144.76,125,125,500,0.386,4,0,602,84,560,747,0,0,0,0,0,0,615,60,583,729,0,0,0,0,0,0,0.129984,0.115837,0.129262,0.125147,0,0,0,0,0,0,0.127805,0.129856,0.126714,0.128329,0,0,0,0,0,0,0.0934444,0.0881628,0.0963633,0.0986476,0,0,0,0,0,0,0.102062,0.111297,0.0960411,0.0951813,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample2.bin,SGrid,3,100,100,54,0.00135,786641,11,1,2.5e-05,7,0,0.004,0,0.001,0.003,0.001,0.005,0.026,0,0,0.004,0.012,0,19.3548,744,64.4032,143.645,125,125,500,0.015,4,0,582,98,569,744,0,0,0,0,0,0,445,269,553,733,0,0,0,0,0,0,0.127202,0.111022,0.132238,0.125634,0,0,0,0,0,0,0.123648,0.11578,0.127644,0.118838,0,0,0,0,0,0,0.0933958,0.0715685,0.0986602,0.0988372,0,0,0,0,0,0,0.092992,0.0841729,0.0995362,0.0944232,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample2.bin,SGrid,3,100,100,37,0.000925,766902,5,1,2.5e-05,7,10,0.005,0,0.002,0.003,0.002,0.01,0.03,0,0,0.009,0.009,0,19.3548,744,64.2419,142.327,125,125,500,0.012,4,0,582,98,569,744,0,0,0,0,0,0,615,83,595,697,0,0,0,0,0,0,0.127202,0.111022,0.132238,0.125634,0,0,0,0,0,0,0.122521,0.119559,0.126945,0.118363,0,0,0,0,0,0,0.0933958,0.0715685,0.0986602,0.0988372,0,0,0,0,0,0,0.090504,0.0902191,0.0986589,0.094451,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample3.bin,SGrid,3,100,100,37,0.000925,808353,4,5,0.000125,3,2,0.006,0,0.002,0.003,0.002,0.009,0.773,0.001,0,0.009,0.75,0.001,17.7419,771,64.4355,146.473,125,125,500,0.753,4,0,539,155,563,740,0,0,0,0,0,0,409,288,530,771,0,0,0,0,0,0,0.131252,0.112918,0.1297,0.125264,0,0,0,0,0,0,0.127379,0.11963,0.12474,0.127498,0,0,0,0,0,0,0.0944035,0.0837821,0.09561,0.0991038,0,0,0,0,0,0,0.0913142,0.0937146,0.0988984,0.0976985,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample3.bin,SGrid,3,100,100,41,0.001025,787511,8,5,0.000125,3,8,0.006,0,0.001,0.003,0.003,0.007,0.772,0,0,0.007,0.755,0,20.9677,740,64.3387,144.593,125,125,500,0.758,4,0,539,155,563,740,0,0,0,0,0,0,537,159,563,733,0,0,0,0,0,0,0.131252,0.112918,0.1297,0.125264,0,0,0,0,0,0,0.125202,0.121023,0.125483,0.126176,0,0,0,0,0,0,0.0944035,0.0837821,0.09561,0.0991038,0,0,0,0,0,0,0.0924231,0.0896213,0.0989148,0.0976989,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample4.bin,SGrid,3,100,100,34,0.00085,811340,10,5,0.000125,5,3,0.002,0,0.001,0.003,0.003,0.004,0.024,0,0,0.004,0.012,0.001,17.7419,763,64.3871,146.67,125,125,500,0.015,4,0,570,112,555,758,0,0,0,0,0,0,439,255,540,763,0,0,0,0,0,0,0.130216,0.114062,0.128761,0.125539,0,0,0,0,0,0,0.120685,0.128642,0.121999,0.123756,0,0,0,0,0,0,0.0952163,0.0805684,0.0965354,0.0983275,0,0,0,0,0,0,0.0927885,0.102166,0.0945555,0.099916,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample4.bin,SGrid,3,100,100,42,0.00105,797236,5,5,0.000125,5,6,0.003,0,0.002,0.004,0.003,0.005,0.402,0,0,0.004,0.388,0,17.7419,758,64.3387,145.792,125,125,500,0.392,4,0,570,112,555,758,0,0,0,0,0,0,601,80,578,735,0,0,0,0,0,0,0.130216,0.114062,0.128761,0.125539,0,0,0,0,0,0,0.12011,0.136642,0.124335,0.123019,0,0,0,0,0,0,0.0952163,0.0805684,0.0965354,0.0983275,0,0,0,0,0,0,0.0946014,0.102118,0.0955344,0.0998032,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample5.bin,SGrid,3,100,100,52,0.0013,840969,19,5,0.000125,6,4,0.003,0,0.001,0.004,0.004,0.003,0.023,0,0,0.003,0.012,0,19.3548,807,64.3548,149.771,125,125,500,0.016,4,0,577,105,555,757,0,0,0,0,0,0,381,270,538,807,0,0,0,0,0,0,0.129644,0.114693,0.129712,0.125039,0,0,0,0,0,0,0.115885,0.128002,0.119877,0.122391,0,0,0,0,0,0,0.0936219,0.0802092,0.0974803,0.0982218,0,0,0,0,0,0,0.0863962,0.0936285,0.0877744,0.095989,0,0,0,0,0,0,
rereTOUCH,5,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample5.bin,SGrid,3,100,100,48,0.0012,820538,15,5,0.000125,6,14,0.002,0,0.002,0.004,0.001,0.003,0.025,0,0,0.003,0.013,0,19.3548,775,64.1935,148.289,125,125,500,0.017,4,0,577,105,555,757,0,0,0,0,0,0,566,78,567,775,0,0,0,0,0,0,0.129644,0.114693,0.129712,0.125039,0,0,0,0,0,0,0.121598,0.119845,0.119667,0.122347,0,0,0,0,0,0,0.0936219,0.0802092,0.0974803,0.0982218,0,0,0,0,0,0,0.0890965,0.0876847,0.0878235,0.0967408,0,0,0,0,0,0,
reTOUCH,5,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,40,0.001,1410644,15,3,7.5e-05,20,1,0.006,0,0.001,0.003,0.003,0.008,0.403,0,0,0.008,0.385,0,22.5806,1125,64.1774,202.889,125,125,500,0.388,4,0,327,122,406,1125,0,0,0,0,0,0,365,41,515,1078,0,0,0,0,0,0,0.129708,0.132439,0.116866,0.128065,0,0,0,0,0,0,0.126014,0.146162,0.125038,0.12854,0,0,0,0,0,0,0.0969465,0.0945831,0.0883094,0.095371,0,0,0,0,0,0,0.100462,0.122425,0.0910748,0.0992482,0,0,0,0,0,0,
