Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
SGrid,5,100000,100000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,915515,0.00915515,0,44425,34710,0.0003471,0,0,0.109,0,0.056,2.121,0,0,2.292,0.005,0,0,0,0,0,0,0,0,1,1,0,2.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,100000,100000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,730524,0.00730524,7553055900,83444,34710,0.0003471,0,11855,0.109,0,0.004,1.819,1.753,0.308,2.247,0.004,0,0.295,0.06,0.006,49.6013,53396,62.5066,1130.52,1007,1007,1,1.879,8,0,100000,0,0,0,0,0,0,0,0,0,545,0,0,0,48,258,33898,53396,0,0,420.361,0,0,0,0,0,0,0,0,0,251.145,0,0,0,238.169,210.468,256.783,255.836,0,0,306.021,0,0,0,0,0,0,0,0,0,86.5172,0,0,0,38.2601,68.3086,95.0015,94.1367,0,0,
reTOUCH,5,100000,100000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,631572,0.00631572,5997152303,111099,34710,0.0003471,31,11855,0.107,0.001,0.022,1.575,1.465,0.31,3.143,0.005,0,0.298,1.117,0.005,49.6013,57843,62.4963,1698.54,6021,6021,1,2.692,8,0,14,0,10,12,99,1638,40353,57843,0,0,545,0,0,0,48,258,33898,53396,0,0,256.29,0,214.447,571.392,387.497,384.34,420.009,421.824,0,0,251.145,0,0,0,238.169,210.468,256.783,255.836,0,0,59.8347,0,44.5229,313.786,229.849,285.425,304.995,307.422,0,0,86.5172,0,0,0,38.2601,68.3086,95.0015,94.1367,0,0,
SGrid,5,200000,200000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,NL,0,0,1000000,3852001,0.00963,0,175918,134662,0.000336655,0,0,0.322,0,0.109,8.581,0,0,9.054,0.033,0,0,0,0,0,0,0,0,1,1,0,8.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,5,200000,200000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2866190,0.00716548,31192144500,315818,134662,0.000336655,0,28464,0.216,0,0.01,6.661,6.496,0.668,7.568,0.027,0.001,0.64,0.125,0.011,49.6004,150187,61.8608,1947.53,2014,2014,1,6.786,8,0,200000,0,0,0,0,0,0,0,0,0,1712,131,530,1905,1045,315,15711,150187,0,0,421.085,0,0,0,0,0,0,0,0,0,242.231,242.691,253.15,262.177,263.307,247.521,257.414,257.778,0,0,306.406,0,0,0,0,0,0,0,0,0,79.4356,77.1295,79.8413,105.546,111.889,77.4931,97.5458,95.3432,0,0,
reTOUCH,5,200000,200000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,2597613,0.00649403,27414053260,419747,134662,0.000336655,2,28464,0.205,0.001,0.046,5.935,5.691,0.661,8.925,0.029,0.001,0.635,2.025,0.009,49.6004,180574,61.8605,3044.91,12013,12013,1,7.96,8,0,51,0,220,701,248,86,18118,180574,0,0,1712,131,530,1905,1045,315,15711,150187,0,0,350.559,0,431.1,368.134,337.068,247.765,409.07,422.703,0,0,242.231,242.691,253.15,262.177,263.307,247.521,257.414,257.778,0,0,246.012,0,356.105,241.527,155.43,118.118,292.765,308.047,0,0,79.4356,77.1295,79.8413,105.546,111.889,77.4931,97.5458,95.3432,0,0,
