Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 stdl0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
,10,2000,2000,./samples/2000/sample1.bin,./samples/2000/sample1.bin,,3,100,100,17139,0.428475,1269315,14920,2026,0.05065,0,0,0.007,0,0.002,0.015,0.014,0.005,0.038,0,0,0.005,0.008,100,1053,129.032,157.282,125,125,500,0.0230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample1.bin,./samples/2000/sample1.bin,,3,100,100,17140,0.4285,1195056,14920,2026,0.05065,0,0,0.003,0,0.003,0.014,0.013,0.007,0.034,0,0,0.007,0.007,141.935,1011,129.032,149.78,125,125,500,0.0210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample2.bin,./samples/2000/sample1.bin,,3,100,100,250,0.00625,4000000,39,14,0.00035,0,0,0.003,0,0.001,0.003,0.002,0.005,0.021,0,0,0.005,0.008,96.7742,2000,129.032,491.34,125,125,500,0.0110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample2.bin,./samples/2000/sample1.bin,,3,100,100,250,0.00625,4000000,39,14,0.00035,0,0,0.003,0,0.001,0.005,0.003,0.006,0.026,0,0,0.006,0.01,193.548,2000,129.032,491.34,125,125,500,0.0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,,3,100,100,293,0.007325,2297598,50,15,0.000375,0,0,0.005,0,0.001,0.003,0.002,0.009,0.026,0,0,0.008,0.007,96.7742,1433,129.032,300.136,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,,3,100,100,287,0.007175,2261053,53,15,0.000375,0,0,0.004,0,0.001,0.004,0.003,0.008,0.024,0,0,0.007,0.006,180.645,1446,129.032,300.66,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,,3,100,100,279,0.006975,1222420,58,24,0.0006,3,0,0.002,0,0.001,0.003,0.002,0.004,0.022,0,0,0.003,0.011,100,1009,128.935,148.1,125,125,500,0.0140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,,3,100,100,288,0.0072,1151130,68,24,0.0006,3,2,0.002,0,0.002,0.003,0.002,0.005,0.022,0,0,0.004,0.01,141.935,994,128.871,148.096,125,125,500,0.0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,,3,100,100,292,0.0073,992032,70,20,0.0005,3,0,0.002,0,0.001,0.004,0.003,0.005,0.022,0.001,0,0.004,0.008,100,797,128.935,114.407,125,125,500,0.0120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,,3,100,100,316,0.0079,899907,72,20,0.0005,3,6,0.006,0,0.004,0.003,0.003,0.008,0.029,0,0,0.008,0.007,141.935,646,128.742,109.245,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,,3,100,100,293,0.007325,845469,101,21,0.000525,4,1,0.003,0,0.002,0.003,0.003,0.003,0.022,0,0,0.003,0.01,100,796,128.871,102.961,125,125,500,0.0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,,3,100,100,300,0.0075,786984,107,21,0.000525,4,5,0.006,0,0.001,0.003,0.003,0.009,0.027,0,0,0.009,0.007,135.484,746,128.742,94.0823,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,,3,100,100,252,0.0063,1449989,49,16,0.0004,12,0,0.002,0,0.001,0.003,0.003,0.006,0.02,0,0,0.006,0.007,100,1103,128.645,173.437,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,,3,100,100,247,0.006175,1337187,53,16,0.0004,12,8,0.008,0,0.002,0.003,0.002,0.005,0.027,0,0,0.005,0.008,151.613,1123,128.387,171.001,125,125,500,0.0110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,,3,100,100,319,0.007975,961180,89,23,0.000575,5,2,0.003,0,0.001,0.004,0.004,0.007,0.024,0,0,0.006,0.008,100,797,128.806,114.193,125,125,500,0.0120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,,3,100,100,307,0.007675,852100,73,23,0.000575,5,6,0.003,0,0.003,0.003,0.002,0.006,0.021,0,0,0.006,0.006,141.935,642,128.677,101.46,125,125,500,0.0090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,,3,100,100,266,0.00665,1252833,88,18,0.00045,16,3,0.004,0,0.001,0.003,0.003,0.005,0.021,0,0,0.004,0.008,100,1045,128.419,151.911,125,125,500,0.0110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,10,2000,2000,./samples/2000/sample9.bin,./samples/2000/sample1.bin,,3,100,100,259,0.006475,1174475,80,18,0.00045,16,15,0.003,0,0.002,0.003,0.002,0.005,0.02,0,0,0.004,0.007,135.484,1055,128.032,153.302,125,125,500,0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
