Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,2,0.00005,3478217,0,0,0,31,18,0.003,0,0.002,0.009,0,0.015,0.03,0,0,0.015,0.004,0,20.1613,830,31.8629,118.859,125,125,1,0.013,5,0,407,117,107,557,781,0,0,0,0,0,375,114,173,490,830,0,0,0,0,0,1.49269,1.51583,1.5073,1.48784,1.49924,0,0,0,0,0,1.49263,1.51428,1.50143,1.49907,1.49876,0,0,0,0,0,0.201926,0.215351,0.208722,0.197929,0.207172,0,0,0,0,0,0.201239,0.204358,0.20594,0.204855,0.200561,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,2,0.00005,704125,0,0,0,31,18,0.001,0,0.002,0.003,0.002,0.012,0.024,0,0,0.011,0.006,0,20.1613,830,31.8629,118.859,125,125,1,0.009,5,0,407,117,107,557,781,0,0,0,0,0,375,114,173,490,830,0,0,0,0,0,1.49269,1.51583,1.5073,1.48784,1.49924,0,0,0,0,0,1.49263,1.51428,1.50143,1.49907,1.49876,0,0,0,0,0,0.201926,0.215351,0.208722,0.197929,0.207172,0,0,0,0,0,0.201239,0.204358,0.20594,0.204855,0.200561,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,4,0.0001,2195200,0,0,0,114,8,0.001,0,0.004,0.009,0,0.006,0.016,0,0,0.006,0.006,0,18.1818,848,72.7727,158.083,35,35,1,0.015,4,4,2000,0,0,0,0,0,0,0,0,0,282,76,680,848,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.49699,1.49787,1.49578,1.5047,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.194426,0.20441,0.195299,0.210533,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,4,0.0001,904604,0,0,0,114,8,0.001,0,0.006,0.005,0.001,0.007,0.02,0,0,0.006,0.007,0,18.1818,848,72.7727,158.083,35,35,1,0.012,4,4,2000,0,0,0,0,0,0,0,0,0,282,76,680,848,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.49699,1.49787,1.49578,1.5047,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.194426,0.20441,0.195299,0.210533,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,6,0.00015,3366163,0,0,0,9,8,0,0,0,0.011,0,0.004,0.017,0,0,0.003,0.01,0.001,20.9677,951,64.2419,174.33,125,125,1,0.021,4,0,341,223,476,951,0,0,0,0,0,0,274,281,491,946,0,0,0,0,0,0,1.49655,1.50657,1.49386,1.49344,0,0,0,0,0,0,1.50759,1.50042,1.49615,1.49567,0,0,0,0,0,0,0.208811,0.207205,0.203851,0.201637,0,0,0,0,0,0,0.199585,0.202016,0.199748,0.204551,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,1072598,0,0,0,9,8,0.003,0,0.001,0.003,0.001,0.006,0.02,0,0,0.006,0.006,0,20.9677,951,64.2419,174.33,125,125,1,0.009,4,0,341,223,476,951,0,0,0,0,0,0,274,281,491,946,0,0,0,0,0,0,1.49655,1.50657,1.49386,1.49344,0,0,0,0,0,0,1.50759,1.50042,1.49615,1.49567,0,0,0,0,0,0,0.208811,0.207205,0.203851,0.201637,0,0,0,0,0,0,0.199585,0.202016,0.199748,0.204551,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,3032741,0,0,0,34,27,0.002,0,0.002,0.011,0,0.013,0.028,0,0,0.012,0.006,0,17.7419,852,31.7661,101.493,125,125,1,0.017,5,0,485,266,245,521,449,0,0,0,0,0,299,177,209,436,852,0,0,0,0,0,1.49276,1.51729,1.49252,1.49096,1.49288,0,0,0,0,0,1.49363,1.51611,1.49515,1.50433,1.5002,0,0,0,0,0,0.201042,0.207801,0.202014,0.205382,0.203847,0,0,0,0,0,0.204711,0.199457,0.206638,0.208494,0.208676,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,276982,0,0,0,34,27,0.001,0,0.001,0.005,0.002,0.011,0.025,0,0,0.01,0.005,0.001,17.7419,852,31.7661,101.493,125,125,1,0.01,5,0,485,266,245,521,449,0,0,0,0,0,299,177,209,436,852,0,0,0,0,0,1.49276,1.51729,1.49252,1.49096,1.49288,0,0,0,0,0,1.49363,1.51611,1.49515,1.50433,1.5002,0,0,0,0,0,0.201042,0.207801,0.202014,0.205382,0.203847,0,0,0,0,0,0.204711,0.199457,0.206638,0.208494,0.208676,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,2132182,0,0,0,101,17,0.001,0,0.006,0.008,0,0.007,0.017,0,0,0.006,0.006,0,18.1818,841,73.0909,148.612,35,35,1,0.014,4,4,2000,0,0,0,0,0,0,0,0,0,170,334,554,841,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.50335,1.49665,1.50285,1.50076,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.198807,0.200957,0.201496,0.21204,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,951475,0,0,0,101,17,0.002,0,0.006,0.004,0.003,0.011,0.025,0,0,0.011,0.005,0,18.1818,841,73.0909,148.612,35,35,1,0.009,4,4,2000,0,0,0,0,0,0,0,0,0,170,334,554,841,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.50335,1.49665,1.50285,1.50076,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.198807,0.200957,0.201496,0.21204,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,3351841,0,0,0,19,17,0.002,0,0.001,0.01,0,0.007,0.022,0,0,0.007,0.005,0.001,20.9677,954,63.9355,175.496,125,125,1,0.015,4,0,373,168,486,954,0,0,0,0,0,0,267,254,508,954,0,0,0,0,0,0,1.49476,1.50817,1.49465,1.49344,0,0,0,0,0,0,1.49531,1.49705,1.50345,1.50206,0,0,0,0,0,0,0.206912,0.204762,0.205797,0.201555,0,0,0,0,0,0,0.212079,0.203262,0.20573,0.207164,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,1085260,0,0,0,19,17,0.001,0,0.001,0.004,0.004,0.003,0.018,0,0,0.003,0.009,0,20.9677,954,63.9355,175.496,125,125,1,0.013,4,0,373,168,486,954,0,0,0,0,0,0,267,254,508,954,0,0,0,0,0,0,1.49476,1.50817,1.49465,1.49344,0,0,0,0,0,0,1.49531,1.49705,1.50345,1.50206,0,0,0,0,0,0,0.206912,0.204762,0.205797,0.201555,0,0,0,0,0,0,0.212079,0.203262,0.20573,0.207164,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,2877075,0,0,0,32,37,0.001,0,0.002,0.012,0,0.007,0.022,0,0,0.006,0.009,0,12.0968,902,31.7016,100.656,125,125,1,0.021,5,0,386,123,85,472,902,0,0,0,0,0,678,248,273,436,328,0,0,0,0,0,1.50554,1.49359,1.49417,1.48736,1.49661,0,0,0,0,0,1.49496,1.51644,1.50719,1.4985,1.5028,0,0,0,0,0,0.202307,0.205165,0.216553,0.202063,0.205053,0,0,0,0,0,0.205399,0.206615,0.205047,0.209886,0.204731,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,259708,0,0,0,32,37,0.002,0,0.003,0.004,0.003,0.013,0.029,0,0,0.013,0.006,0,12.0968,902,31.7016,100.656,125,125,1,0.01,5,0,386,123,85,472,902,0,0,0,0,0,678,248,273,436,328,0,0,0,0,0,1.50554,1.49359,1.49417,1.48736,1.49661,0,0,0,0,0,1.49496,1.51644,1.50719,1.4985,1.5028,0,0,0,0,0,0.202307,0.205165,0.216553,0.202063,0.205053,0,0,0,0,0,0.205399,0.206615,0.205047,0.209886,0.204731,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,2089520,0,0,0,83,16,0.002,0,0.004,0.008,0,0.011,0.023,0,0,0.01,0.006,0,19.0476,880,76.5714,149.826,34,34,1,0.014,4,4,2000,0,0,0,0,0,0,0,0,0,411,140,486,880,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.50248,1.48447,1.50684,1.51151,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.198618,0.203914,0.212106,0.202045,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,829398,0,0,0,83,16,0.002,0,0.006,0.004,0.002,0.009,0.022,0,0,0.009,0.005,0,19.0476,880,76.5714,149.826,34,34,1,0.009,4,4,2000,0,0,0,0,0,0,0,0,0,411,140,486,880,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.50248,1.48447,1.50684,1.51151,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.198618,0.203914,0.212106,0.202045,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,3340475,0,0,0,31,16,0,0,0.001,0.008,0,0.004,0.014,0,0,0.004,0.006,0,19.3548,955,63.7581,175.139,125,125,1,0.014,4,0,342,184,488,955,0,0,0,0,0,0,262,265,517,940,0,0,0,0,0,0,1.49444,1.50857,1.49345,1.4934,0,0,0,0,0,0,1.50677,1.48942,1.49918,1.50506,0,0,0,0,0,0,0.209879,0.207169,0.204615,0.201661,0,0,0,0,0,0,0.200838,0.207004,0.209832,0.205027,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample8.bin,SGrid,3,100,100,0,0,1079815,0,0,0,31,16,0.001,0,0,0.003,0.002,0.006,0.016,0,0,0.006,0.005,0.001,19.3548,955,63.7581,175.139,125,125,1,0.008,4,0,342,184,488,955,0,0,0,0,0,0,262,265,517,940,0,0,0,0,0,0,1.49444,1.50857,1.49345,1.4934,0,0,0,0,0,0,1.50677,1.48942,1.49918,1.50506,0,0,0,0,0,0,0.209879,0.207169,0.204615,0.201661,0,0,0,0,0,0,0.200838,0.207004,0.209832,0.205027,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,0,0,2747498,0,0,0,34,25,0.001,0,0.002,0.009,0,0.012,0.025,0,0,0.012,0.008,0,19.3548,757,31.7823,92.2233,125,125,1,0.017,5,0,559,268,285,554,300,0,0,0,0,0,459,97,198,464,757,0,0,0,0,0,1.49998,1.51572,1.49281,1.48771,1.48617,0,0,0,0,0,1.4984,1.5106,1.49601,1.49417,1.5024,0,0,0,0,0,0.206717,0.204326,0.201092,0.201708,0.205502,0,0,0,0,0,0.19897,0.205603,0.209624,0.204349,0.207201,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,0,0,407706,0,0,0,34,25,0.001,0,0.002,0.004,0.003,0.011,0.026,0,0,0.01,0.008,0,19.3548,757,31.7823,92.2233,125,125,1,0.012,5,0,559,268,285,554,300,0,0,0,0,0,459,97,198,464,757,0,0,0,0,0,1.49998,1.51572,1.49281,1.48771,1.48617,0,0,0,0,0,1.4984,1.5106,1.49601,1.49417,1.5024,0,0,0,0,0,0.206717,0.204326,0.201092,0.201708,0.205502,0,0,0,0,0,0.19897,0.205603,0.209624,0.204349,0.207201,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,0,0,2347132,0,0,0,37,10,0,0,0.004,0.008,0,0.009,0.02,0,0,0.009,0.007,0,19.0476,1024,77.0476,191.974,34,34,1,0.015,4,4,2000,0,0,0,0,0,0,0,0,0,122,33,1025,783,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.49893,1.50145,1.50079,1.51016,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.194895,0.200883,0.215865,0.19972,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,0,0,1245481,0,0,0,37,10,0.001,0,0.007,0.008,0.005,0.006,0.024,0,0,0.005,0.006,0,19.0476,1024,77.0476,191.974,34,34,1,0.014,4,4,2000,0,0,0,0,0,0,0,0,0,122,33,1025,783,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.49893,1.50145,1.50079,1.51016,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.194895,0.200883,0.215865,0.19972,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,1,0.000025,3316996,0,0,0,20,10,0.001,0,0.001,0.01,0,0.005,0.017,0,0,0.005,0.007,0,19.3548,965,64.0323,172.712,125,125,1,0.017,4,0,379,150,486,965,0,0,0,0,0,0,300,269,515,906,0,0,0,0,0,0,1.49907,1.50709,1.49446,1.49267,0,0,0,0,0,0,1.5001,1.50276,1.49496,1.50026,0,0,0,0,0,0,0.209252,0.203433,0.205436,0.201537,0,0,0,0,0,0,0.208227,0.204186,0.20825,0.202009,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample9.bin,SGrid,3,100,100,1,0.000025,1053527,0,0,0,20,10,0.002,0,0.001,0.003,0.002,0.005,0.02,0,0,0.005,0.008,0,19.3548,965,64.0323,172.712,125,125,1,0.011,4,0,379,150,486,965,0,0,0,0,0,0,300,269,515,906,0,0,0,0,0,0,1.49907,1.50709,1.49446,1.49267,0,0,0,0,0,0,1.5001,1.50276,1.49496,1.50026,0,0,0,0,0,0,0.209252,0.203433,0.205436,0.201537,0,0,0,0,0,0,0.208227,0.204186,0.20825,0.202009,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,2778395,0,0,0,29,33,0.002,0,0.002,0.009,0,0.01,0.023,0,0,0.01,0.006,0,17.7419,824,31.7581,92.9318,125,125,1,0.015,5,0,411,158,135,443,824,0,0,0,0,0,653,274,313,427,300,0,0,0,0,0,1.4969,1.50524,1.49814,1.48536,1.49851,0,0,0,0,0,1.49831,1.49537,1.50462,1.50802,1.49272,0,0,0,0,0,0.19954,0.205956,0.207281,0.202565,0.20532,0,0,0,0,0,0.202051,0.212119,0.200084,0.201264,0.212976,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,377542,0,0,0,29,33,0.001,0,0.003,0.004,0.004,0.011,0.025,0,0,0.011,0.006,0,17.7419,824,31.7581,92.9318,125,125,1,0.01,5,0,411,158,135,443,824,0,0,0,0,0,653,274,313,427,300,0,0,0,0,0,1.4969,1.50524,1.49814,1.48536,1.49851,0,0,0,0,0,1.49831,1.49537,1.50462,1.50802,1.49272,0,0,0,0,0,0.19954,0.205956,0.207281,0.202565,0.20532,0,0,0,0,0,0.202051,0.212119,0.200084,0.201264,0.212976,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,2358425,0,0,0,65,16,0.002,0,0.005,0.007,0,0.01,0.021,0,0,0.009,0.004,0,19.0476,875,76.9048,177.975,34,34,1,0.011,4,4,2000,0,0,0,0,0,0,0,0,0,154,86,820,875,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.4973,1.50095,1.50311,1.52038,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.195566,0.208657,0.206721,0.189222,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,1113605,0,0,0,65,16,0.002,0,0.006,0.004,0.003,0.01,0.023,0,0,0.01,0.005,0,19.0476,875,76.9048,177.975,34,34,1,0.009,4,4,2000,0,0,0,0,0,0,0,0,0,154,86,820,875,0,0,0,0,0,0,1.49549,0,0,0,0,0,0,0,0,0,1.4973,1.50095,1.50311,1.52038,0,0,0,0,0,0,0.204098,0,0,0,0,0,0,0,0,0,0.195566,0.208657,0.206721,0.189222,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,3342251,0,0,0,20,16,0.002,0,0.001,0.011,0,0.008,0.023,0,0,0.007,0.01,0,17.7419,955,63.9355,174.102,125,125,1,0.021,4,0,418,125,482,955,0,0,0,0,0,0,273,259,520,932,0,0,0,0,0,0,1.49677,1.50658,1.49329,1.49422,0,0,0,0,0,0,1.5063,1.50146,1.4968,1.4992,0,0,0,0,0,0,0.209987,0.202713,0.203854,0.201534,0,0,0,0,0,0,0.209853,0.206288,0.206073,0.201606,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample1.bin,../../../data/samplesRandomExpand/2000/sample10.bin,SGrid,3,100,100,0,0,1070372,0,0,0,20,16,0.001,0,0.001,0.003,0.001,0.005,0.017,0,0,0.005,0.006,0,17.7419,955,63.9355,174.102,125,125,1,0.009,4,0,418,125,482,955,0,0,0,0,0,0,273,259,520,932,0,0,0,0,0,0,1.49677,1.50658,1.49329,1.49422,0,0,0,0,0,0,1.5063,1.50146,1.4968,1.4992,0,0,0,0,0,0,0.209987,0.202713,0.203854,0.201534,0,0,0,0,0,0,0.209853,0.206288,0.206073,0.201606,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,3136971,0,0,0,32,15,0.002,0,0.002,0.009,0,0.011,0.025,0,0,0.011,0.007,0,26.6129,901,31.879,121.925,125,125,1,0.016,5,0,429,204,204,789,342,0,0,0,0,0,236,101,52,695,901,0,0,0,0,0,1.50289,1.48338,1.49945,1.50532,1.49756,0,0,0,0,0,1.49215,1.50245,1.48716,1.5002,1.49876,0,0,0,0,0,0.20772,0.201533,0.20083,0.198739,0.202949,0,0,0,0,0,0.210319,0.198833,0.193244,0.203862,0.200555,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,566548,0,0,0,32,15,0.002,0,0.002,0.005,0.004,0.012,0.028,0,0,0.012,0.006,0,26.6129,901,31.879,121.925,125,125,1,0.011,5,0,429,204,204,789,342,0,0,0,0,0,236,101,52,695,901,0,0,0,0,0,1.50289,1.48338,1.49945,1.50532,1.49756,0,0,0,0,0,1.49215,1.50245,1.48716,1.5002,1.49876,0,0,0,0,0,0.20772,0.201533,0.20083,0.198739,0.202949,0,0,0,0,0,0.210319,0.198833,0.193244,0.203862,0.200555,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,2719595,0,0,0,37,11,0.002,0,0.005,0.009,0,0.01,0.024,0,0,0.01,0.007,0.001,18,953,70.24,178.657,37,37,1,0.016,4,4,2000,0,0,0,0,0,0,0,0,0,122,5,883,953,0,0,0,0,0,0,1.50062,0,0,0,0,0,0,0,0,0,1.49914,1.49173,1.50694,1.49828,0,0,0,0,0,0,0.202462,0,0,0,0,0,0,0,0,0,0.195638,0.225973,0.200006,0.198184,0,0,0,0,0,0
dTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,1392489,0,0,0,37,11,0.001,0,0.007,0.005,0.003,0.008,0.02,0,0,0.008,0.005,0,18,953,70.24,178.657,37,37,1,0.01,4,4,2000,0,0,0,0,0,0,0,0,0,122,5,883,953,0,0,0,0,0,0,1.50062,0,0,0,0,0,0,0,0,0,1.49914,1.49173,1.50694,1.49828,0,0,0,0,0,0,0.202462,0,0,0,0,0,0,0,0,0,0.195638,0.225973,0.200006,0.198184,0,0,0,0,0,0
reTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,3842051,0,0,0,21,11,0,0,0.001,0.008,0,0.006,0.016,0,0,0.006,0.006,0,19.3548,1532,64,269.42,125,125,1,0.014,4,0,114,34,299,1532,0,0,0,0,0,0,157,56,266,1510,0,0,0,0,0,0,1.4891,1.5092,1.49548,1.50297,0,0,0,0,0,0,1.49195,1.47867,1.5102,1.49715,0,0,0,0,0,0,0.212519,0.180817,0.209941,0.200564,0,0,0,0,0,0,0.200383,0.210902,0.200332,0.202437,0,0,0,0,0,0
reTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample6.bin,SGrid,3,100,100,0,0,2377327,0,0,0,21,11,0.002,0,0.001,0.003,0.001,0.009,0.023,0,0,0.009,0.006,0.001,19.3548,1532,64,269.42,125,125,1,0.009,4,0,114,34,299,1532,0,0,0,0,0,0,157,56,266,1510,0,0,0,0,0,0,1.4891,1.5092,1.49548,1.50297,0,0,0,0,0,0,1.49195,1.47867,1.5102,1.49715,0,0,0,0,0,0,0.212519,0.180817,0.209941,0.200564,0,0,0,0,0,0,0.200383,0.210902,0.200332,0.202437,0,0,0,0,0,0
cTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,2624986,0,0,0,38,38,0.001,0,0.002,0.009,0,0.014,0.028,0,0,0.013,0.004,0.001,17.7419,701,31.6452,85.8488,125,125,1,0.013,5,0,561,284,316,490,311,0,0,0,0,0,398,153,238,472,701,0,0,0,0,0,1.50141,1.50024,1.50425,1.50086,1.49707,0,0,0,0,0,1.49872,1.507,1.4958,1.50358,1.50119,0,0,0,0,0,0.209102,0.199781,0.200702,0.196814,0.201052,0,0,0,0,0,0.205547,0.204284,0.209989,0.209215,0.20601,0,0,0,0,0
cTOUCH:TD(Case1)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,296976,0,0,0,38,38,0,0,0.002,0.004,0.002,0.012,0.025,0,0,0.011,0.006,0,17.7419,701,31.6452,85.8488,125,125,1,0.01,5,0,561,284,316,490,311,0,0,0,0,0,398,153,238,472,701,0,0,0,0,0,1.50141,1.50024,1.50425,1.50086,1.49707,0,0,0,0,0,1.49872,1.507,1.4958,1.50358,1.50119,0,0,0,0,0,0.209102,0.199781,0.200702,0.196814,0.201052,0,0,0,0,0,0.205547,0.204284,0.209989,0.209215,0.20601,0,0,0,0,0
dTOUCH:BU(Case4)D1,1,2000,2000,../../../data/samplesRandomExpand/2000/sample2.bin,../../../data/samplesRandomExpand/2000/sample7.bin,SGrid,3,100,100,0,0,2272450,0,0,0,70,11,0.001,0,0.007,0.012,0,0.007,0.021,0,0,0.007,0.008,0,18,916,69.1,136.421,37,37,1,0.02,4,4,2000,0,0,0,0,0,0,0,0,0,380,285,349,916,0,0,0,0,0,0,1.50062,0,0,0,0,0,0,0,0,0,1.50153,1.51271,1.48853,1.50381,0,0,0,0,0,0,0.202462,0,0,0,0,0,0,0,0,0,0.200325,0.185744,0.212296,0.207495,0,0,0,0,0,0
